,Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
70762,70762,474.0,Dangerous,dang118,0,0,0,0,0,0,0
71014,71014,475.0,Dangerous,dang118,3,0,0,0,0,0,0
71267,71267,476.0,Dangerous,dang118,11,0,0,0,0,0,0
71521,71521,477.0,Dangerous,dang118,19,0,0,0,0,0,0
71775,71775,478.0,Dangerous,dang118,25,0,0,0,0,0,0
72029,72029,479.0,Dangerous,dang118,28,0,0,0,0,0,0
72283,72283,480.0,Dangerous,dang118,35,0,0,0,0,0,0
72538,72538,481.0,Dangerous,dang118,40,0,1,0,0,0,1
72794,72794,482.0,Dangerous,dang118,47,0,2,0,0,0,2
73050,73050,483.0,Dangerous,dang118,53,0,3,0,0,0,3
73306,73306,484.0,Dangerous,dang118,57,0,4,0,0,0,4
73563,73563,485.0,Dangerous,dang118,60,0,5,0,1,0,6
73820,73820,486.0,Dangerous,dang118,62,0,6,0,2,0,8
74077,74077,487.0,Dangerous,dang118,64,0,7,0,3,0,10
74334,74334,488.0,Dangerous,dang118,65,0,8,0,4,0,12
74592,74592,489.0,Dangerous,dang118,66,0,9,1,5,0,15
74851,74851,490.0,Dangerous,dang118,66,0,9,1,6,0,16
75111,75111,491.0,Dangerous,dang118,66,0,9,1,7,0,17
75371,75371,492.0,Dangerous,dang118,66,0,9,1,8,0,18
75376,75376,492.0,Dangerous,dang122,0,0,0,0,0,0,0
75632,75632,493.0,Dangerous,dang118,66,0,9,1,9,0,19
75637,75637,493.0,Dangerous,dang122,3,0,0,0,0,0,0
75894,75894,494.0,Dangerous,dang118,66,0,9,1,10,0,20
75899,75899,494.0,Dangerous,dang122,11,0,1,0,0,0,1
76157,76157,495.0,Dangerous,dang118,66,0,9,1,11,0,21
76162,76162,495.0,Dangerous,dang122,21,0,2,0,0,0,2
76420,76420,496.0,Dangerous,dang118,66,0,9,1,12,0,22
76425,76425,496.0,Dangerous,dang122,31,0,3,0,0,0,3
76684,76684,497.0,Dangerous,dang118,66,0,9,1,13,0,23
76689,76689,497.0,Dangerous,dang122,40,0,4,0,0,0,4
