,Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
2439,2439,82.0,Slow,slow19,0,0,0,0,0,0,0
2500,2500,83.0,Slow,slow19,0,0,0,0,0,0,0
2562,2562,84.0,Slow,slow19,2,0,0,0,0,0,0
2625,2625,85.0,Slow,slow19,5,0,0,0,0,0,0
2688,2688,86.0,Slow,slow19,9,0,0,0,0,0,0
2752,2752,87.0,Slow,slow19,13,0,0,0,0,0,0
2817,2817,88.0,Slow,slow19,19,0,0,0,0,0,0
2883,2883,89.0,Slow,slow19,26,0,0,0,0,0,0
2949,2949,90.0,Slow,slow19,33,0,0,0,0,0,0
3016,3016,91.0,Slow,slow19,41,0,0,0,0,0,0
3084,3084,92.0,Slow,slow19,50,0,0,0,0,0,0
3153,3153,93.0,Slow,slow19,59,0,0,0,0,0,0
3222,3222,94.0,Slow,slow19,69,0,0,0,0,0,0
3292,3292,95.0,Slow,slow19,79,0,0,0,0,0,0
3363,3363,96.0,Slow,slow19,89,0,0,0,0,0,0
3434,3434,97.0,Slow,slow19,99,0,0,0,0,0,0
3505,3505,98.0,Slow,slow19,109,0,0,0,0,0,0
3577,3577,99.0,Slow,slow19,119,0,0,0,0,0,0
3649,3649,100.0,Slow,slow19,128,0,0,0,0,0,0
3722,3722,101.0,Slow,slow19,137,0,0,0,0,0,0
3795,3795,102.0,Slow,slow19,145,0,0,0,0,0,0
3868,3868,103.0,Slow,slow19,152,0,0,0,0,0,0
3942,3942,104.0,Slow,slow19,158,0,0,0,0,0,0
4017,4017,105.0,Slow,slow19,164,0,0,0,0,0,0
4092,4092,106.0,Slow,slow19,170,0,0,0,0,0,0
4167,4167,107.0,Slow,slow19,176,0,0,0,0,0,0
4244,4244,108.0,Slow,slow19,182,0,0,0,0,0,0
4322,4322,109.0,Slow,slow19,188,0,0,0,0,0,0
4400,4400,110.0,Slow,slow19,195,0,0,0,0,0,0
4479,4479,111.0,Slow,slow19,202,0,0,0,0,0,0
4559,4559,112.0,Slow,slow19,210,0,0,0,0,0,0
4640,4640,113.0,Slow,slow19,217,0,0,0,0,0,0
4721,4721,114.0,Slow,slow19,224,0,0,0,0,0,0
4803,4803,115.0,Slow,slow19,230,0,0,0,0,0,0
4886,4886,116.0,Slow,slow19,236,0,0,0,0,0,0
4970,4970,117.0,Slow,slow19,242,0,0,0,0,0,0
5054,5054,118.0,Slow,slow19,248,0,0,0,0,0,0
5139,5139,119.0,Slow,slow19,254,0,0,0,0,0,0
5225,5225,120.0,Slow,slow19,260,0,0,0,0,0,0
5312,5312,121.0,Slow,slow19,266,0,0,0,0,0,0
5399,5399,122.0,Slow,slow19,273,0,0,0,0,0,0
5487,5487,123.0,Slow,slow19,281,0,0,0,0,0,0
5576,5576,124.0,Slow,slow19,290,0,0,0,0,0,0
5666,5666,125.0,Slow,slow19,299,0,0,0,0,0,0
5756,5756,126.0,Slow,slow19,308,0,0,0,0,0,0
5847,5847,127.0,Slow,slow19,318,0,0,0,0,0,0
5939,5939,128.0,Slow,slow19,328,0,0,0,0,0,0
6032,6032,129.0,Slow,slow19,339,0,0,0,0,0,0
6125,6125,130.0,Slow,slow19,349,0,0,0,0,0,0
6219,6219,131.0,Slow,slow19,359,0,0,0,0,0,0
6314,6314,132.0,Slow,slow19,370,0,0,0,0,0,0
6410,6410,133.0,Slow,slow19,380,0,0,0,0,0,0
6506,6506,134.0,Slow,slow19,389,0,0,0,0,0,0
6603,6603,135.0,Slow,slow19,398,0,0,0,0,0,0
6701,6701,136.0,Slow,slow19,407,0,0,0,0,0,0
6800,6800,137.0,Slow,slow19,414,0,0,0,0,0,0
6899,6899,138.0,Slow,slow19,421,0,0,0,0,0,0
6999,6999,139.0,Slow,slow19,427,0,0,0,0,0,0
7099,7099,140.0,Slow,slow19,431,0,0,0,0,0,0
7199,7199,141.0,Slow,slow19,435,0,0,0,0,0,0
7299,7299,142.0,Slow,slow19,438,0,0,0,0,0,0
7400,7400,143.0,Slow,slow19,439,0,0,0,0,0,0
7502,7502,144.0,Slow,slow19,441,0,0,0,0,0,0
7605,7605,145.0,Slow,slow19,443,0,0,0,0,0,0
7708,7708,146.0,Slow,slow19,447,0,0,0,0,0,0
7812,7812,147.0,Slow,slow19,451,0,0,0,0,0,0
7917,7917,148.0,Slow,slow19,456,0,0,0,0,0,0
8023,8023,149.0,Slow,slow19,462,0,0,0,0,0,0
8129,8129,150.0,Slow,slow19,469,0,0,0,0,0,0
8236,8236,151.0,Slow,slow19,477,0,0,0,0,0,0
8344,8344,152.0,Slow,slow19,486,0,0,0,0,0,0
8453,8453,153.0,Slow,slow19,495,0,0,0,0,0,0
8562,8562,154.0,Slow,slow19,505,0,0,0,0,0,0
8672,8672,155.0,Slow,slow19,515,0,0,0,0,0,0
8783,8783,156.0,Slow,slow19,526,0,0,0,0,0,0
8895,8895,157.0,Slow,slow19,537,0,0,0,0,0,0
9007,9007,158.0,Slow,slow19,548,0,0,0,0,0,0
9120,9120,159.0,Slow,slow19,560,0,0,0,0,0,0
9234,9234,160.0,Slow,slow19,571,0,0,0,0,0,0
9348,9348,161.0,Slow,slow19,583,0,0,0,0,0,0
9462,9462,162.0,Slow,slow19,595,0,0,0,0,0,0
9577,9577,163.0,Slow,slow19,606,0,0,0,0,0,0
9692,9692,164.0,Slow,slow19,618,0,0,0,0,0,0
9808,9808,165.0,Slow,slow19,629,0,0,0,0,0,0
9924,9924,166.0,Slow,slow19,640,0,0,0,0,0,0
10040,10040,167.0,Slow,slow19,651,0,0,0,0,0,0
10157,10157,168.0,Slow,slow19,662,0,0,0,0,0,0
10276,10276,169.0,Slow,slow19,673,0,0,0,0,0,0
10396,10396,170.0,Slow,slow19,683,0,0,0,0,0,0
10517,10517,171.0,Slow,slow19,693,0,0,0,0,0,0
10640,10640,172.0,Slow,slow19,703,0,0,0,0,0,0
10764,10764,173.0,Slow,slow19,712,0,0,0,0,0,0
10888,10888,174.0,Slow,slow19,720,0,0,0,0,0,0
11013,11013,175.0,Slow,slow19,728,0,0,0,0,0,0
11139,11139,176.0,Slow,slow19,734,0,0,0,0,0,0
11266,11266,177.0,Slow,slow19,741,0,0,0,0,0,0
11393,11393,178.0,Slow,slow19,748,0,0,0,0,0,0
11520,11520,179.0,Slow,slow19,755,0,0,0,0,0,0
11648,11648,180.0,Slow,slow19,764,0,0,0,0,0,0
11777,11777,181.0,Slow,slow19,772,0,0,0,0,0,0
11906,11906,182.0,Slow,slow19,782,0,0,0,0,0,0
12036,12036,183.0,Slow,slow19,791,0,0,0,0,0,0
12167,12167,184.0,Slow,slow19,801,0,0,0,0,0,0
12299,12299,185.0,Slow,slow19,812,0,0,0,0,0,0
12431,12431,186.0,Slow,slow19,822,0,0,0,0,0,0
12564,12564,187.0,Slow,slow19,833,0,0,0,0,0,0
12698,12698,188.0,Slow,slow19,843,0,0,0,0,0,0
12832,12832,189.0,Slow,slow19,853,0,0,0,0,0,0
12966,12966,190.0,Slow,slow19,862,0,0,0,0,0,0
13101,13101,191.0,Slow,slow19,871,0,0,0,0,0,0
13236,13236,192.0,Slow,slow19,878,0,0,0,0,0,0
13373,13373,193.0,Slow,slow19,885,0,0,0,0,0,0
13510,13510,194.0,Slow,slow19,890,0,0,0,0,0,0
13647,13647,195.0,Slow,slow19,893,0,0,0,0,0,0
13786,13786,196.0,Slow,slow19,896,0,0,0,0,0,0
13926,13926,197.0,Slow,slow19,899,0,0,0,0,0,0
14066,14066,198.0,Slow,slow19,902,0,0,0,0,0,0
14208,14208,199.0,Slow,slow19,904,0,0,0,0,0,0
14351,14351,200.0,Slow,slow19,905,0,0,0,0,0,0
14495,14495,201.0,Slow,slow19,907,0,0,0,0,0,0
14639,14639,202.0,Slow,slow19,908,0,0,0,0,0,0
14784,14784,203.0,Slow,slow19,910,0,0,0,0,0,0
14930,14930,204.0,Slow,slow19,913,0,0,0,0,0,0
15077,15077,205.0,Slow,slow19,917,0,0,0,0,0,0
15224,15224,206.0,Slow,slow19,923,0,0,0,0,0,0
15372,15372,207.0,Slow,slow19,929,0,0,0,0,0,0
15521,15521,208.0,Slow,slow19,935,0,0,0,0,0,0
15671,15671,209.0,Slow,slow19,943,0,0,0,0,0,0
15821,15821,210.0,Slow,slow19,952,0,0,0,0,0,0
15972,15972,211.0,Slow,slow19,961,0,0,0,0,0,0
16124,16124,212.0,Slow,slow19,971,0,0,0,0,0,0
16277,16277,213.0,Slow,slow19,982,0,0,0,0,0,0
16430,16430,214.0,Slow,slow19,992,0,0,0,0,0,0
16584,16584,215.0,Slow,slow19,1003,0,0,0,0,0,0
16739,16739,216.0,Slow,slow19,1015,0,0,0,0,0,0
16895,16895,217.0,Slow,slow19,1026,0,0,0,0,0,0
17051,17051,218.0,Slow,slow19,1038,0,0,0,0,0,0
17208,17208,219.0,Slow,slow19,1050,0,0,0,0,0,0
17366,17366,220.0,Slow,slow19,1061,0,0,0,0,0,0
17525,17525,221.0,Slow,slow19,1073,0,0,0,0,0,0
17684,17684,222.0,Slow,slow19,1084,0,0,0,0,0,0
17844,17844,223.0,Slow,slow19,1096,0,0,0,0,0,0
18005,18005,224.0,Slow,slow19,1108,0,0,0,0,0,0
18167,18167,225.0,Slow,slow19,1119,0,0,0,0,0,0
18329,18329,226.0,Slow,slow19,1131,0,0,0,0,0,0
18491,18491,227.0,Slow,slow19,1142,0,0,0,0,0,0
18654,18654,228.0,Slow,slow19,1153,0,0,0,0,0,0
18818,18818,229.0,Slow,slow19,1164,0,0,0,0,0,0
18982,18982,230.0,Slow,slow19,1175,0,0,0,0,0,0
19147,19147,231.0,Slow,slow19,1186,0,0,0,0,0,0
19313,19313,232.0,Slow,slow19,1196,0,0,0,0,0,0
19480,19480,233.0,Slow,slow19,1205,0,0,0,0,0,0
19647,19647,234.0,Slow,slow19,1214,0,0,0,0,0,0
19815,19815,235.0,Slow,slow19,1222,0,0,0,0,0,0
19984,19984,236.0,Slow,slow19,1230,0,0,0,0,0,0
20154,20154,237.0,Slow,slow19,1236,0,0,0,0,0,0
20324,20324,238.0,Slow,slow19,1242,0,0,0,0,0,0
20495,20495,239.0,Slow,slow19,1246,0,0,0,0,0,0
20666,20666,240.0,Slow,slow19,1249,0,0,0,0,0,0
20838,20838,241.0,Slow,slow19,1251,0,0,0,0,0,0
21010,21010,242.0,Slow,slow19,1253,0,0,0,0,0,0
21183,21183,243.0,Slow,slow19,1254,0,0,0,0,0,0
21357,21357,244.0,Slow,slow19,1255,0,0,0,0,0,0
21532,21532,245.0,Slow,slow19,1256,0,0,0,0,0,0
21707,21707,246.0,Slow,slow19,1257,0,0,0,0,0,0
21883,21883,247.0,Slow,slow19,1260,0,0,0,0,0,0
22060,22060,248.0,Slow,slow19,1264,0,0,0,0,0,0
22238,22238,249.0,Slow,slow19,1268,0,0,0,0,0,0
22416,22416,250.0,Slow,slow19,1274,0,0,0,0,0,0
22595,22595,251.0,Slow,slow19,1281,0,0,0,0,0,0
22775,22775,252.0,Slow,slow19,1288,0,0,0,0,0,0
22956,22956,253.0,Slow,slow19,1296,0,0,0,0,0,0
23135,23135,254.0,Slow,slow19,1305,0,0,0,0,0,0
23315,23315,255.0,Slow,slow19,1314,0,0,0,0,0,0
23496,23496,256.0,Slow,slow19,1324,0,0,0,0,0,0
23677,23677,257.0,Slow,slow19,1334,0,0,0,0,0,0
23858,23858,258.0,Slow,slow19,1344,0,0,0,0,0,0
24039,24039,259.0,Slow,slow19,1354,0,0,0,0,0,0
24220,24220,260.0,Slow,slow19,1364,0,0,0,0,0,0
24402,24402,261.0,Slow,slow19,1375,0,0,0,0,0,0
24584,24584,262.0,Slow,slow19,1386,0,0,0,0,0,0
24767,24767,263.0,Slow,slow19,1397,0,0,0,0,0,0
24949,24949,264.0,Slow,slow19,1408,0,0,0,0,0,0
25132,25132,265.0,Slow,slow19,1419,0,0,0,0,0,0
25315,25315,266.0,Slow,slow19,1430,0,0,0,0,0,0
25499,25499,267.0,Slow,slow19,1441,0,0,0,0,0,0
25684,25684,268.0,Slow,slow19,1453,0,0,0,0,0,0
25870,25870,269.0,Slow,slow19,1464,0,0,0,0,0,0
26056,26056,270.0,Slow,slow19,1476,0,0,0,0,0,0
26243,26243,271.0,Slow,slow19,1487,0,0,0,0,0,0
26430,26430,272.0,Slow,slow19,1499,0,0,0,0,0,0
26618,26618,273.0,Slow,slow19,1510,0,0,0,0,0,0
26807,26807,274.0,Slow,slow19,1522,0,0,0,0,0,0
26996,26996,275.0,Slow,slow19,1533,0,0,0,0,0,0
27186,27186,276.0,Slow,slow19,1545,0,0,0,0,0,0
27376,27376,277.0,Slow,slow19,1557,0,0,0,0,0,0
27566,27566,278.0,Slow,slow19,1569,0,0,0,0,0,0
27757,27757,279.0,Slow,slow19,1581,0,0,0,0,0,0
27949,27949,280.0,Slow,slow19,1593,0,0,0,0,0,0
28142,28142,281.0,Slow,slow19,1604,0,0,0,0,0,0
28335,28335,282.0,Slow,slow19,1616,0,0,0,0,0,0
28529,28529,283.0,Slow,slow19,1628,0,0,0,0,0,0
28724,28724,284.0,Slow,slow19,1640,0,0,0,0,0,0
28919,28919,285.0,Slow,slow19,1651,0,0,0,0,0,0
29113,29113,286.0,Slow,slow19,1661,0,0,0,0,0,0
29308,29308,287.0,Slow,slow19,1671,0,0,0,0,0,0
29502,29502,288.0,Slow,slow19,1680,0,0,0,0,0,0
29697,29697,289.0,Slow,slow19,1688,0,0,0,0,0,0
29892,29892,290.0,Slow,slow19,1695,0,0,0,0,0,0
30087,30087,291.0,Slow,slow19,1701,0,0,0,0,0,0
30283,30283,292.0,Slow,slow19,1706,0,0,0,0,0,0
30480,30480,293.0,Slow,slow19,1710,0,0,0,0,0,0
30677,30677,294.0,Slow,slow19,1713,0,0,0,0,0,0
30876,30876,295.0,Slow,slow19,1715,0,0,0,0,0,0
31075,31075,296.0,Slow,slow19,1717,0,0,0,0,0,0
31275,31275,297.0,Slow,slow19,1718,0,0,0,0,0,0
31474,31474,298.0,Slow,slow19,1719,0,0,0,0,0,0
31675,31675,299.0,Slow,slow19,1719,0,0,0,0,0,0
31877,31877,300.0,Slow,slow19,1720,0,0,0,0,0,0
32079,32079,301.0,Slow,slow19,1720,0,0,0,0,0,0
32282,32282,302.0,Slow,slow19,1720,0,0,0,0,0,0
32486,32486,303.0,Slow,slow19,1720,0,0,0,0,0,0
32690,32690,304.0,Slow,slow19,1720,0,0,0,0,0,0
32894,32894,305.0,Slow,slow19,1720,0,0,0,0,0,0
33098,33098,306.0,Slow,slow19,1720,0,0,0,0,0,0
33303,33303,307.0,Slow,slow19,1721,0,0,0,0,0,0
33508,33508,308.0,Slow,slow19,1721,0,0,0,0,0,0
33714,33714,309.0,Slow,slow19,1721,0,0,0,0,0,0
33919,33919,310.0,Slow,slow19,1721,0,0,0,0,0,0
34125,34125,311.0,Slow,slow19,1721,0,0,0,0,0,0
34332,34332,312.0,Slow,slow19,1721,0,0,0,0,0,0
34539,34539,313.0,Slow,slow19,1721,0,0,0,0,0,0
34746,34746,314.0,Slow,slow19,1721,0,0,0,0,0,0
34954,34954,315.0,Slow,slow19,1721,0,0,0,0,0,0
35162,35162,316.0,Slow,slow19,1721,0,0,0,0,0,0
35370,35370,317.0,Slow,slow19,1721,0,0,0,0,0,0
35577,35577,318.0,Slow,slow19,1721,0,0,0,0,0,0
35785,35785,319.0,Slow,slow19,1721,0,0,0,0,0,0
35994,35994,320.0,Slow,slow19,1721,0,0,0,0,0,0
36204,36204,321.0,Slow,slow19,1721,0,0,0,0,0,0
36414,36414,322.0,Slow,slow19,1721,0,0,0,0,0,0
36624,36624,323.0,Slow,slow19,1721,0,0,0,0,0,0
36835,36835,324.0,Slow,slow19,1721,0,0,0,0,0,0
37047,37047,325.0,Slow,slow19,1721,0,0,0,0,0,0
37259,37259,326.0,Slow,slow19,1722,0,0,0,0,0,0
37472,37472,327.0,Slow,slow19,1724,0,0,0,0,0,0
37686,37686,328.0,Slow,slow19,1727,0,0,0,0,0,0
37901,37901,329.0,Slow,slow19,1731,0,0,0,0,0,0
38115,38115,330.0,Slow,slow19,1736,0,0,0,0,0,0
38328,38328,331.0,Slow,slow19,1742,0,0,0,0,0,0
38542,38542,332.0,Slow,slow19,1748,0,0,0,0,0,0
