,Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
8436,8436,153.0,Normal,normal38,0,0,0,0,0,0,0
8545,8545,154.0,Normal,normal38,1,0,0,0,0,0,0
8655,8655,155.0,Normal,normal38,5,0,0,0,0,0,0
8766,8766,156.0,Normal,normal38,11,0,0,0,0,0,0
8877,8877,157.0,Normal,normal38,19,0,0,0,0,0,0
8989,8989,158.0,Normal,normal38,29,0,0,0,0,0,0
9102,9102,159.0,Normal,normal38,39,0,0,0,0,0,0
9216,9216,160.0,Normal,normal38,50,0,0,0,0,0,0
9330,9330,161.0,Normal,normal38,62,0,0,0,0,0,0
9444,9444,162.0,Normal,normal38,74,0,0,0,0,0,0
9559,9559,163.0,Normal,normal38,86,0,0,0,0,0,0
9674,9674,164.0,Normal,normal38,97,0,0,0,0,0,0
9789,9789,165.0,Normal,normal38,107,0,0,0,0,0,0
9905,9905,166.0,Normal,normal38,115,0,0,0,0,0,0
10021,10021,167.0,Normal,normal38,123,0,0,0,0,0,0
10138,10138,168.0,Normal,normal38,129,0,0,0,0,0,0
10255,10255,169.0,Normal,normal38,133,0,0,0,0,0,0
10375,10375,170.0,Normal,normal38,137,0,0,0,0,0,0
10496,10496,171.0,Normal,normal38,139,0,0,0,0,0,0
10619,10619,172.0,Normal,normal38,143,0,0,0,0,0,0
10742,10742,173.0,Normal,normal38,149,0,0,0,0,0,0
10866,10866,174.0,Normal,normal38,157,0,0,0,0,0,0
10991,10991,175.0,Normal,normal38,165,0,0,0,0,0,0
11117,11117,176.0,Normal,normal38,175,0,0,0,0,0,0
11243,11243,177.0,Normal,normal38,187,0,0,0,0,0,0
11370,11370,178.0,Normal,normal38,199,0,0,0,0,0,0
11497,11497,179.0,Normal,normal38,212,0,0,0,0,0,0
11625,11625,180.0,Normal,normal38,226,0,0,0,0,0,0
11753,11753,181.0,Normal,normal38,239,0,0,0,0,0,0
11882,11882,182.0,Normal,normal38,253,0,0,0,0,0,0
12012,12012,183.0,Normal,normal38,267,0,0,0,0,0,0
12143,12143,184.0,Normal,normal38,281,0,0,0,0,0,0
12274,12274,185.0,Normal,normal38,295,0,0,0,0,0,0
12406,12406,186.0,Normal,normal38,309,0,0,0,0,0,0
12539,12539,187.0,Normal,normal38,323,0,0,0,0,0,0
12673,12673,188.0,Normal,normal38,337,0,0,0,0,0,0
12807,12807,189.0,Normal,normal38,351,0,0,0,0,0,0
12941,12941,190.0,Normal,normal38,365,0,0,0,0,0,0
13076,13076,191.0,Normal,normal38,379,0,0,0,0,0,0
13211,13211,192.0,Normal,normal38,393,0,0,0,0,0,0
13346,13346,193.0,Normal,normal38,407,0,0,0,0,0,0
13483,13483,194.0,Normal,normal38,421,0,0,0,0,0,0
13620,13620,195.0,Normal,normal38,435,0,0,0,0,0,0
13759,13759,196.0,Normal,normal38,449,0,0,0,0,0,0
13898,13898,197.0,Normal,normal38,463,0,0,0,0,0,0
14038,14038,198.0,Normal,normal38,477,0,0,0,0,0,0
14180,14180,199.0,Normal,normal38,491,0,0,0,0,0,0
14323,14323,200.0,Normal,normal38,505,0,0,0,0,0,0
14466,14466,201.0,Normal,normal38,519,0,0,0,0,0,0
14610,14610,202.0,Normal,normal38,533,0,0,0,0,0,0
14755,14755,203.0,Normal,normal38,547,0,0,0,0,0,0
14901,14901,204.0,Normal,normal38,561,0,0,0,0,0,0
15047,15047,205.0,Normal,normal38,575,0,0,0,0,0,0
15194,15194,206.0,Normal,normal38,588,0,0,0,0,0,0
15342,15342,207.0,Normal,normal38,602,0,0,0,0,0,0
15491,15491,208.0,Normal,normal38,615,0,0,0,0,0,0
15640,15640,209.0,Normal,normal38,629,0,0,0,0,0,0
15790,15790,210.0,Normal,normal38,642,0,0,0,0,0,0
15941,15941,211.0,Normal,normal38,655,0,0,0,0,0,0
16093,16093,212.0,Normal,normal38,667,0,0,0,0,0,0
16245,16245,213.0,Normal,normal38,679,0,0,0,0,0,0
16398,16398,214.0,Normal,normal38,691,0,0,0,0,0,0
16552,16552,215.0,Normal,normal38,702,0,0,0,0,0,0
