,Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
10419,10419,170.0,Slow,slow41,0,0,0,0,0,0,0
10541,10541,171.0,Slow,slow41,0,0,0,0,0,0,0
10664,10664,172.0,Slow,slow41,2,0,0,0,0,0,0
10788,10788,173.0,Slow,slow41,5,0,0,0,0,0,0
10912,10912,174.0,Slow,slow41,9,0,0,0,0,0,0
11037,11037,175.0,Slow,slow41,13,0,0,0,0,0,0
11163,11163,176.0,Slow,slow41,19,0,0,0,0,0,0
11290,11290,177.0,Slow,slow41,25,0,0,0,0,0,0
11417,11417,178.0,Slow,slow41,32,0,0,0,0,0,0
11544,11544,179.0,Slow,slow41,38,0,0,0,0,0,0
11672,11672,180.0,Slow,slow41,45,0,0,0,0,0,0
11801,11801,181.0,Slow,slow41,51,0,0,0,0,0,0
11930,11930,182.0,Slow,slow41,57,0,0,0,0,0,0
12060,12060,183.0,Slow,slow41,64,0,0,0,0,0,0
12191,12191,184.0,Slow,slow41,70,0,0,0,0,0,0
12323,12323,185.0,Slow,slow41,76,0,0,0,0,0,0
12455,12455,186.0,Slow,slow41,83,0,0,0,0,0,0
12588,12588,187.0,Slow,slow41,89,0,0,0,0,0,0
12722,12722,188.0,Slow,slow41,94,0,0,0,0,0,0
12856,12856,189.0,Slow,slow41,99,0,0,0,0,0,0
12990,12990,190.0,Slow,slow41,103,0,0,0,0,0,0
13125,13125,191.0,Slow,slow41,106,0,0,0,0,0,0
13260,13260,192.0,Slow,slow41,108,0,0,0,0,0,0
13397,13397,193.0,Slow,slow41,109,0,0,0,0,0,0
13534,13534,194.0,Slow,slow41,112,0,0,0,0,0,0
13671,13671,195.0,Slow,slow41,116,0,0,0,0,0,0
13810,13810,196.0,Slow,slow41,120,0,0,0,0,0,0
13950,13950,197.0,Slow,slow41,126,0,0,0,0,0,0
14090,14090,198.0,Slow,slow41,132,0,0,0,0,0,0
14232,14232,199.0,Slow,slow41,139,0,0,0,0,0,0
14375,14375,200.0,Slow,slow41,146,0,0,0,0,0,0
14519,14519,201.0,Slow,slow41,154,0,0,0,0,0,0
14663,14663,202.0,Slow,slow41,162,0,0,0,0,0,0
14808,14808,203.0,Slow,slow41,171,0,0,0,0,0,0
14954,14954,204.0,Slow,slow41,179,0,0,0,0,0,0
15101,15101,205.0,Slow,slow41,188,0,0,0,0,0,0
15248,15248,206.0,Slow,slow41,197,0,0,0,0,0,0
15396,15396,207.0,Slow,slow41,205,0,0,0,0,0,0
15545,15545,208.0,Slow,slow41,214,0,0,0,0,0,0
15695,15695,209.0,Slow,slow41,223,0,0,0,0,0,0
15845,15845,210.0,Slow,slow41,232,0,0,0,0,0,0
15996,15996,211.0,Slow,slow41,240,0,0,0,0,0,0
16148,16148,212.0,Slow,slow41,249,0,0,0,0,0,0
16301,16301,213.0,Slow,slow41,257,0,0,0,0,0,0
16454,16454,214.0,Slow,slow41,265,0,0,0,0,0,0
16608,16608,215.0,Slow,slow41,273,0,0,0,0,0,0
16763,16763,216.0,Slow,slow41,280,0,0,0,0,0,0
16919,16919,217.0,Slow,slow41,287,0,0,0,0,0,0
17075,17075,218.0,Slow,slow41,293,0,0,0,0,0,0
17232,17232,219.0,Slow,slow41,299,0,0,0,0,0,0
17390,17390,220.0,Slow,slow41,303,0,0,0,0,0,0
17549,17549,221.0,Slow,slow41,308,0,0,0,0,0,0
17708,17708,222.0,Slow,slow41,312,0,0,0,0,0,0
