,Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
3998,3998,105.0,Normal,normal26,0,0,0,0,0,0,0
4073,4073,106.0,Normal,normal26,1,0,0,0,0,0,0
4148,4148,107.0,Normal,normal26,5,0,0,0,0,0,0
4225,4225,108.0,Normal,normal26,11,0,0,0,0,0,0
4302,4302,109.0,Normal,normal26,19,0,0,0,0,0,0
4380,4380,110.0,Normal,normal26,29,0,0,0,0,0,0
4459,4459,111.0,Normal,normal26,39,0,0,0,0,0,0
4539,4539,112.0,Normal,normal26,51,0,0,0,0,0,0
4619,4619,113.0,Normal,normal26,63,0,0,0,0,0,0
4700,4700,114.0,Normal,normal26,75,0,0,0,0,0,0
4782,4782,115.0,Normal,normal26,88,0,0,0,0,0,0
4865,4865,116.0,Normal,normal26,100,0,0,0,0,0,0
4948,4948,117.0,Normal,normal26,112,0,0,0,0,0,0
5032,5032,118.0,Normal,normal26,123,0,0,0,0,0,0
5117,5117,119.0,Normal,normal26,133,0,0,0,0,0,0
5203,5203,120.0,Normal,normal26,142,0,0,0,0,0,0
5289,5289,121.0,Normal,normal26,149,0,0,0,0,0,0
5376,5376,122.0,Normal,normal26,155,0,0,0,0,0,0
5464,5464,123.0,Normal,normal26,159,0,0,0,0,0,0
5553,5553,124.0,Normal,normal26,163,0,0,0,0,0,0
5642,5642,125.0,Normal,normal26,165,0,0,0,0,0,0
5732,5732,126.0,Normal,normal26,169,0,0,0,0,0,0
5823,5823,127.0,Normal,normal26,175,0,0,0,0,0,0
5915,5915,128.0,Normal,normal26,183,0,0,0,0,0,0
6007,6007,129.0,Normal,normal26,192,0,0,0,0,0,0
6100,6100,130.0,Normal,normal26,203,0,0,0,0,0,0
6194,6194,131.0,Normal,normal26,215,0,0,0,0,0,0
6289,6289,132.0,Normal,normal26,227,0,0,0,0,0,0
6384,6384,133.0,Normal,normal26,241,0,0,0,0,0,0
6480,6480,134.0,Normal,normal26,254,0,0,0,0,0,0
6577,6577,135.0,Normal,normal26,268,0,0,0,0,0,0
6675,6675,136.0,Normal,normal26,282,0,0,0,0,0,0
6773,6773,137.0,Normal,normal26,296,0,0,0,0,0,0
6872,6872,138.0,Normal,normal26,310,0,0,0,0,0,0
6972,6972,139.0,Normal,normal26,324,0,0,0,0,0,0
7073,7073,140.0,Normal,normal26,338,0,0,0,0,0,0
7172,7172,141.0,Normal,normal26,352,0,0,0,0,0,0
7272,7272,142.0,Normal,normal26,365,0,0,0,0,0,0
7373,7373,143.0,Normal,normal26,379,0,0,0,0,0,0
7475,7475,144.0,Normal,normal26,392,0,0,0,0,0,0
7577,7577,145.0,Normal,normal26,404,0,0,0,0,0,0
7680,7680,146.0,Normal,normal26,417,0,0,0,0,0,0
7784,7784,147.0,Normal,normal26,429,0,0,0,0,0,0
7889,7889,148.0,Normal,normal26,440,0,0,0,0,0,0
7994,7994,149.0,Normal,normal26,451,0,0,0,0,0,0
8100,8100,150.0,Normal,normal26,460,0,0,0,0,0,0
8207,8207,151.0,Normal,normal26,469,0,0,0,0,0,0
8315,8315,152.0,Normal,normal26,475,0,0,0,0,0,0
8423,8423,153.0,Normal,normal26,480,0,0,0,0,0,0
8532,8532,154.0,Normal,normal26,484,0,0,0,0,0,0
8642,8642,155.0,Normal,normal26,487,0,0,0,0,0,0
8753,8753,156.0,Normal,normal26,489,0,0,0,0,0,0
8864,8864,157.0,Normal,normal26,492,0,0,0,0,0,0
8976,8976,158.0,Normal,normal26,498,0,0,0,0,0,0
9089,9089,159.0,Normal,normal26,506,0,0,0,0,0,0
9203,9203,160.0,Normal,normal26,515,0,0,0,0,0,0
9317,9317,161.0,Normal,normal26,526,0,0,0,0,0,0
9431,9431,162.0,Normal,normal26,538,0,0,0,0,0,0
9546,9546,163.0,Normal,normal26,551,0,0,0,0,0,0
9661,9661,164.0,Normal,normal26,564,0,0,0,0,0,0
9776,9776,165.0,Normal,normal26,578,0,0,0,0,0,0
9892,9892,166.0,Normal,normal26,591,0,0,0,0,0,0
10008,10008,167.0,Normal,normal26,605,0,0,0,0,0,0
10125,10125,168.0,Normal,normal26,618,0,0,0,0,0,0
10242,10242,169.0,Normal,normal26,632,0,0,0,0,0,0
10362,10362,170.0,Normal,normal26,646,0,0,0,0,0,0
10483,10483,171.0,Normal,normal26,660,0,0,0,0,0,0
10606,10606,172.0,Normal,normal26,674,0,0,0,0,0,0
10729,10729,173.0,Normal,normal26,688,0,0,0,0,0,0
10853,10853,174.0,Normal,normal26,702,0,0,0,0,0,0
10978,10978,175.0,Normal,normal26,716,0,0,0,0,0,0
11104,11104,176.0,Normal,normal26,730,0,0,0,0,0,0
11230,11230,177.0,Normal,normal26,744,0,0,0,0,0,0
11357,11357,178.0,Normal,normal26,758,0,0,0,0,0,0
11484,11484,179.0,Normal,normal26,772,0,0,0,0,0,0
11612,11612,180.0,Normal,normal26,786,0,0,0,0,0,0
11740,11740,181.0,Normal,normal26,800,0,0,0,0,0,0
11869,11869,182.0,Normal,normal26,814,0,0,0,0,0,0
11999,11999,183.0,Normal,normal26,828,0,0,0,0,0,0
12130,12130,184.0,Normal,normal26,842,0,0,0,0,0,0
12261,12261,185.0,Normal,normal26,856,0,0,0,0,0,0
