,VehicleID,Label,Accuracy,Loss,epoch
0,Slow_10,Slow,99.08235605910023,0.04355882881682808,0.0
1,Slow_9,Slow,98.59412744377259,0.04787205584032636,0.0
2,Slow_7,Slow,98.73872098424809,0.045171463117003444,0.0
3,Slow_25,Slow,98.71347671971868,0.04469869982464649,0.0
4,Slow_5,Slow,99.74769330067036,0.035078615404483746,0.0
5,Slow_23,Slow,99.6507365193628,0.03603987304376378,0.0
6,Slow_31,Slow,99.69591828778606,0.03515007077063437,0.0
7,Slow_24,Slow,99.59737645301642,0.036114076867179816,0.0
8,Slow_15,Slow,98.60334565785914,0.046369158735321644,0.0
9,Slow_17,Slow,96.27715064227326,0.0736315467532175,0.0
10,Slow_12,Slow,99.52616550977207,0.03633422359941513,0.0
11,Slow_20,Slow,99.10624511227796,0.040490589530340265,0.0
12,Slow_26,Slow,99.34793005704154,0.03932164819327308,0.0
13,Slow_8,Slow,98.78110452677032,0.044994252361666105,0.0
14,Slow_14,Slow,96.7265916291771,0.06916064797365158,0.0
15,Slow_27,Slow,99.26537748897414,0.040460572896746046,0.0
16,Slow_29,Slow,99.0846855598901,0.04431988696016154,0.0
17,Slow_1,Slow,98.90356115148828,0.04329948035357561,0.0
18,Slow_11,Slow,99.0515731946729,0.043620488162078155,0.0
19,Slow_4,Slow,99.38754044230231,0.04042774088858441,0.0
20,Slow_16,Slow,98.09819705314692,0.05375357491177428,0.0
21,Slow_0,Slow,99.45739620647132,0.03681602251825032,0.0
22,Slow_19,Slow,97.65855325936792,0.06419689199787129,0.0
23,Slow_6,Slow,98.76063421563985,0.045826035577002794,0.0
24,Slow_2,Slow,99.29222663315973,0.04112893663728552,0.0
25,Normal_3,Normal,54.16728000706568,0.31622629170700656,0.0
26,Normal_1,Normal,46.79315351538504,0.37350382544100286,0.0
27,Normal_18,Normal,47.580630830741896,0.3673672337423671,0.0
28,Normal_30,Normal,56.330894766460325,0.3031504757857931,0.0
29,Normal_10,Normal,55.00096141520318,0.3143482656202844,0.0
30,Normal_22,Normal,50.4581496198719,0.34698797447775465,0.0
31,Normal_9,Normal,52.43441021163361,0.33371774305371527,0.0
32,Normal_24,Normal,52.24656588135983,0.3295531750967105,0.0
33,Normal_5,Normal,57.540796963946875,0.2917696130868879,0.0
34,Normal_0,Normal,51.48959661913918,0.3341232622699436,0.0
35,Normal_28,Normal,55.86512975405289,0.3099196186138563,0.0
36,Normal_14,Normal,55.31853744212039,0.3135469453371301,0.0
37,Normal_29,Normal,52.193173214774724,0.32822733767253837,0.0
38,Normal_25,Normal,46.15182596769722,0.3825331437053965,0.0
39,Normal_16,Normal,53.29324340456011,0.3270847679094504,0.0
40,Normal_20,Normal,47.83196001620965,0.3607503737460629,0.0
41,Normal_31,Normal,52.93359970558856,0.3316655606782737,0.0
42,Normal_23,Normal,48.590535988750446,0.36151145778939314,0.0
43,Normal_13,Normal,52.78198104182973,0.3208530996243159,0.0
44,Normal_21,Normal,56.95176848874598,0.2959032494207503,0.0
45,Normal_4,Normal,46.58594795971826,0.3733564618207681,0.0
46,Normal_6,Normal,42.825664114038545,0.4032477433785148,0.0
47,Normal_7,Normal,45.94085135975989,0.3776568846484816,0.0
48,Normal_19,Normal,54.82047364400305,0.31618135533984465,0.0
49,Normal_2,Normal,47.35615625794424,0.3728687980545127,0.0
50,Dangerous_9,Dangerous,80.95849379546426,0.22935410090420968,0.0
51,Dangerous_19,Dangerous,77.2083707438359,0.2421927038440378,0.0
52,Dangerous_28,Dangerous,86.2885244535206,0.1659861136873563,0.0
53,Dangerous_7,Dangerous,81.17008330993166,0.2024112337727866,0.0
54,Dangerous_27,Dangerous,78.66414958647968,0.22506599431407862,0.0
55,Dangerous_24,Dangerous,83.07172318973419,0.1782122040303742,0.0
56,Dangerous_12,Dangerous,77.0786204016288,0.26320713388428657,0.0
57,Dangerous_15,Dangerous,74.493686187722,0.29442658468266847,0.0
58,Dangerous_3,Dangerous,75.41767788681369,0.27670739822173385,0.0
59,Dangerous_13,Dangerous,74.44419450380535,0.29613419774053196,0.0
60,Dangerous_10,Dangerous,76.5430846477659,0.2797501962591711,0.0
61,Dangerous_23,Dangerous,73.31876834846727,0.29254110495856755,0.0
62,Dangerous_30,Dangerous,82.00204255889099,0.23618439162185922,0.0
63,Dangerous_32,Dangerous,78.42694342694342,0.24124590650899336,0.0
64,Dangerous_17,Dangerous,82.86309714652133,0.21552941820178276,0.0
65,Dangerous_0,Dangerous,72.93023437195336,0.3178904376868298,0.0
66,Dangerous_21,Dangerous,79.00538668718738,0.20957980436760318,0.0
67,Dangerous_1,Dangerous,81.56836259942969,0.1906979757427254,0.0
68,Dangerous_22,Dangerous,80.65650432292327,0.22856269061944826,0.0
69,Dangerous_2,Dangerous,81.5201220675186,0.23018644475718825,0.0
70,Dangerous_29,Dangerous,79.6580053832486,0.22908850354508736,0.0
71,Dangerous_31,Dangerous,74.19945850212731,0.2832219631721576,0.0
72,Dangerous_26,Dangerous,80.58024890900275,0.20928805109681392,0.0
73,Dangerous_6,Dangerous,74.12360974236239,0.31775687631114286,0.0
74,Dangerous_11,Dangerous,83.8886666285649,0.18146261282790896,0.0
75,Slow_10,Slow,99.08235605910023,0.04356849213699037,1.0
76,Slow_9,Slow,98.59412744377259,0.0478652130719453,1.0
77,Slow_7,Slow,98.73872098424809,0.045172197324735625,1.0
78,Slow_25,Slow,98.71347671971868,0.04470098529696895,1.0
79,Slow_5,Slow,99.74769330067036,0.03508541948995492,1.0
80,Slow_23,Slow,99.6507365193628,0.03605009806762867,1.0
