Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
937,127.0,Normal,normal.0,804,5,0,0,0,0,5
938,127.0,Normal,normal.1,651,5,0,0,0,0,5
939,127.0,Normal,normal.2,17,0,0,0,0,0,0
940,127.0,Slow,s.0,499,0,0,0,0,0,0
941,127.0,Slow,s.1,452,0,0,0,0,0,0
942,127.0,Slow,s.2,3,0,0,0,0,0,0
943,128.0,Dangerous,Dang.0,822,20,32,0,1,2,55
944,128.0,Dangerous,Dang.1,657,5,20,2,2,1,30
945,128.0,Dangerous,Dang.2,10,0,5,0,61,0,66
946,128.0,Normal,Normal1,904,8,0,0,0,0,8
947,128.0,Slow,Slow1,586,0,0,0,0,0,0
948,128.0,Normal,normal.0,816,5,0,0,0,0,5
949,128.0,Normal,normal.1,661,5,0,0,0,0,5
950,128.0,Normal,normal.2,19,0,0,0,0,0,0
951,128.0,Slow,s.0,506,0,0,0,0,0,0
952,128.0,Slow,s.1,459,0,0,0,0,0,0
953,128.0,Slow,s.2,3,0,0,0,0,0,0
954,129.0,Dangerous,Dang.0,831,20,32,0,1,2,55
955,129.0,Dangerous,Dang.1,670,5,20,2,2,1,30
956,129.0,Dangerous,Dang.2,13,0,5,0,61,0,66
957,129.0,Normal,Normal1,917,8,0,0,0,0,8
958,129.0,Slow,Slow1,587,0,0,0,0,0,0
959,129.0,Normal,normal.0,827,5,0,0,0,0,5
960,129.0,Normal,normal.1,673,5,0,0,0,0,5
961,129.0,Normal,normal.2,23,0,0,0,0,0,0
962,129.0,Slow,s.0,513,0,0,0,0,0,0
963,129.0,Slow,s.1,466,0,0,0,0,0,0
964,129.0,Slow,s.2,3,0,0,0,0,0,0
965,130.0,Dangerous,Dang.0,844,20,32,0,1,2,55
966,130.0,Dangerous,Dang.1,684,6,20,2,2,1,31
967,130.0,Dangerous,Dang.2,18,0,6,0,61,0,67
968,130.0,Normal,Normal1,930,8,0,0,0,0,8
969,130.0,Slow,Slow1,588,0,0,0,0,0,0
970,130.0,Normal,normal.0,839,6,0,0,0,0,6
971,130.0,Normal,normal.1,685,5,0,0,0,0,5
972,130.0,Normal,normal.2,29,0,0,0,0,0,0
973,130.0,Slow,s.0,520,0,0,0,0,0,0
974,130.0,Slow,s.1,473,0,0,0,0,0,0
975,130.0,Slow,s.2,3,0,0,0,0,0,0
976,131.0,Dangerous,Dang.0,854,20,32,0,1,2,55
977,131.0,Dangerous,Dang.1,699,7,20,2,2,1,32
978,131.0,Dangerous,Dang.2,24,0,6,0,61,0,67
979,131.0,Normal,Normal1,943,8,0,0,0,0,8
980,131.0,Slow,Slow1,589,0,0,0,0,0,0
981,131.0,Normal,normal.0,850,6,0,0,0,0,6
982,131.0,Normal,normal.1,697,5,0,0,0,0,5
983,131.0,Normal,normal.2,36,0,0,0,0,0,0
984,131.0,Slow,s.0,527,0,0,0,0,0,0
985,131.0,Slow,s.1,480,0,0,0,0,0,0
986,131.0,Slow,s.2,5,0,0,0,0,0,0
987,132.0,Dangerous,Dang.0,862,20,32,0,1,2,55
988,132.0,Dangerous,Dang.1,714,8,20,2,2,1,33
989,132.0,Dangerous,Dang.2,31,0,6,0,61,0,67
990,132.0,Dangerous,Danger1,0,0,0,0,0,0,0
991,132.0,Normal,Normal1,955,8,0,0,0,0,8
992,132.0,Slow,Slow1,589,0,0,0,0,0,0
993,132.0,Normal,normal.0,862,6,0,0,0,0,6
994,132.0,Normal,normal.1,710,5,0,0,0,0,5
995,132.0,Normal,normal.2,45,0,0,0,0,0,0
996,132.0,Slow,s.0,534,0,0,0,0,0,0
997,132.0,Slow,s.1,487,0,0,0,0,0,0
998,132.0,Slow,s.2,7,0,0,0,0,0,0
999,133.0,Dangerous,Dang.0,871,21,32,0,1,2,56
1000,133.0,Dangerous,Dang.1,728,9,20,2,2,1,34
1001,133.0,Dangerous,Dang.2,42,0,6,0,61,0,67
1002,133.0,Dangerous,Danger1,2,0,1,0,0,0,1
1003,133.0,Normal,Normal1,968,8,0,0,0,0,8
1004,133.0,Slow,Slow1,590,0,0,0,0,0,0
1005,133.0,Normal,normal.0,873,6,0,0,0,0,6
1006,133.0,Normal,normal.1,722,5,0,0,0,0,5
1007,133.0,Normal,normal.2,55,0,0,0,0,0,0
1008,133.0,Slow,s.0,541,0,0,0,0,0,0
1009,133.0,Slow,s.1,494,0,0,0,0,0,0
1010,133.0,Slow,s.2,10,0,0,0,0,0,0
1011,134.0,Dangerous,Dang.0,880,21,32,0,1,2,56
1012,134.0,Dangerous,Dang.1,742,10,20,2,2,1,35
1013,134.0,Dangerous,Dang.2,53,0,6,0,61,0,67
1014,134.0,Dangerous,Danger1,5,0,2,0,0,0,2
1015,134.0,Normal,Normal1,980,8,0,0,0,0,8
1016,134.0,Slow,Slow1,590,0,0,0,0,0,0
1017,134.0,Normal,normal.0,885,7,0,0,0,0,7
1018,134.0,Normal,normal.1,735,5,0,0,0,0,5
1019,134.0,Normal,normal.2,64,0,0,0,0,0,0
1020,134.0,Slow,s.0,547,0,0,0,0,0,0
1021,134.0,Slow,s.1,501,0,0,0,0,0,0
1022,134.0,Slow,s.2,14,0,0,0,0,0,0
1023,135.0,Dangerous,Dang.0,893,21,32,0,1,2,56
1024,135.0,Dangerous,Dang.1,756,10,20,2,2,1,35
1025,135.0,Dangerous,Dang.2,62,0,6,0,61,0,67
1026,135.0,Dangerous,Danger1,9,0,2,0,0,0,2
1027,135.0,Normal,Normal1,992,8,0,0,0,0,8
1028,135.0,Slow,Slow1,590,0,0,0,0,0,0
1029,135.0,Normal,normal.0,896,7,0,0,0,0,7
1030,135.0,Normal,normal.1,747,5,0,0,0,0,5
1031,135.0,Normal,normal.2,74,0,0,0,0,0,0
1032,135.0,Slow,s.0,553,0,0,0,0,0,0
1033,135.0,Slow,s.1,507,0,0,0,0,0,0
1034,135.0,Slow,s.2,19,0,0,0,0,0,0
1035,136.0,Dangerous,Dang.0,907,22,32,0,1,2,57
1036,136.0,Dangerous,Dang.1,770,10,20,2,2,1,35
1037,136.0,Dangerous,Dang.2,72,0,6,0,61,0,67
1038,136.0,Dangerous,Danger1,15,0,2,0,0,0,2
1039,136.0,Normal,Normal1,1003,8,0,0,0,0,8
1040,136.0,Slow,Slow1,590,0,0,0,0,0,0
1041,136.0,Normal,normal.0,905,7,0,0,0,0,7
1042,136.0,Normal,normal.1,758,5,0,0,0,0,5
1043,136.0,Normal,normal.2,83,1,0,0,0,0,1
1044,136.0,Slow,s.0,559,0,0,0,0,0,0
1045,136.0,Slow,s.1,514,0,0,0,0,0,0
1046,136.0,Slow,s.2,25,0,0,0,0,0,0
1047,137.0,Dangerous,Dang.0,923,23,32,0,1,2,58
1048,137.0,Dangerous,Dang.1,782,10,20,2,2,1,35
1049,137.0,Dangerous,Dang.2,82,1,6,0,61,0,68
1050,137.0,Dangerous,Danger1,20,0,2,0,0,0,2
1051,137.0,Normal,Normal1,1014,8,0,0,0,0,8
1052,137.0,Slow,Slow1,590,0,0,0,0,0,0
1053,137.0,Normal,normal.0,915,7,0,0,0,0,7
1054,137.0,Normal,normal.1,769,5,0,0,0,0,5
1055,137.0,Normal,normal.2,93,2,0,0,0,0,2
1056,137.0,Slow,s.0,565,0,0,0,0,0,0
1057,137.0,Slow,s.1,521,0,0,0,0,0,0
1058,137.0,Slow,s.2,30,0,0,0,0,0,0
1059,138.0,Dangerous,Dang.0,939,24,32,0,1,2,59
1060,138.0,Dangerous,Dang.1,793,10,20,2,2,1,35
1061,138.0,Dangerous,Dang.2,92,1,6,0,61,0,68
1062,138.0,Dangerous,Danger1,26,0,2,0,0,0,2
1063,138.0,Normal,Normal1,1023,8,0,0,0,0,8
1064,138.0,Slow,Slow1,590,0,0,0,0,0,0
1065,138.0,Normal,normal.0,926,7,0,0,0,0,7
1066,138.0,Normal,normal.1,779,5,0,0,0,0,5
1067,138.0,Normal,normal.2,102,2,0,0,0,0,2
1068,138.0,Slow,s.0,570,0,0,0,0,0,0
1069,138.0,Slow,s.1,527,0,0,0,0,0,0
1070,138.0,Slow,s.2,37,0,0,0,0,0,0
1071,139.0,Dangerous,Dang.0,955,25,32,0,1,2,60
1072,139.0,Dangerous,Dang.1,802,10,20,2,2,1,35
1073,139.0,Dangerous,Dang.2,105,1,6,0,61,0,68
1074,139.0,Dangerous,Danger1,32,0,2,0,0,0,2
1075,139.0,Normal,Normal1,1030,8,0,0,0,0,8
1076,139.0,Slow,Slow1,591,0,0,0,0,0,0
1077,139.0,Normal,normal.0,938,7,0,0,0,0,7
1078,139.0,Normal,normal.1,788,5,0,0,0,0,5
1079,139.0,Normal,normal.2,112,2,0,0,0,0,2
1080,139.0,Slow,s.0,574,0,0,0,0,0,0
1081,139.0,Slow,s.1,534,0,0,0,0,0,0
1082,139.0,Slow,s.2,44,0,0,0,0,0,0
1083,140.0,Dangerous,Dang.0,971,26,32,0,1,2,61
1084,140.0,Dangerous,Dang.1,812,10,20,2,2,1,35
1085,140.0,Dangerous,Dang.2,115,1,6,0,61,0,68
1086,140.0,Dangerous,Danger1,42,0,2,0,0,0,2
1087,140.0,Normal,Normal1,1036,8,0,0,0,0,8
1088,140.0,Slow,Slow1,591,0,0,0,0,0,0
1089,140.0,Normal,normal.0,950,7,0,0,0,0,7
1090,140.0,Normal,normal.1,797,5,0,0,0,0,5
1091,140.0,Normal,normal.2,121,2,0,0,0,0,2
1092,140.0,Slow,s.0,578,0,0,0,0,0,0
1093,140.0,Slow,s.1,540,0,0,0,0,0,0
1094,140.0,Slow,s.2,52,0,0,0,0,0,0
1095,141.0,Dangerous,Dang.0,985,27,32,0,1,2,62
1096,141.0,Dangerous,Dang.1,822,11,20,2,2,1,36
1097,141.0,Dangerous,Dang.2,124,2,6,0,61,0,69
1098,141.0,Dangerous,Danger1,53,0,2,0,0,0,2
1099,141.0,Normal,Normal1,1041,8,0,0,0,0,8
1100,141.0,Slow,Slow1,591,0,0,0,0,0,0
1101,141.0,Normal,normal.0,962,7,0,0,0,0,7
1102,141.0,Normal,normal.1,807,5,0,0,0,0,5
1103,141.0,Normal,normal.2,131,3,0,0,0,0,3
1104,141.0,Slow,s.0,581,0,0,0,0,0,0
1105,141.0,Slow,s.1,545,0,0,0,0,0,0
1106,141.0,Slow,s.2,60,0,0,0,0,0,0
1107,142.0,Dangerous,Dang.0,998,27,32,0,1,2,62
1108,142.0,Dangerous,Dang.1,831,12,20,2,2,1,37
1109,142.0,Dangerous,Dang.2,133,2,6,0,61,0,69
1110,142.0,Dangerous,Danger1,62,0,2,0,0,0,2
1111,142.0,Normal,Normal1,1044,8,0,0,0,0,8
1112,142.0,Slow,Slow1,591,0,0,0,0,0,0
1113,142.0,Normal,normal.0,975,7,0,0,0,0,7
1114,142.0,Normal,normal.1,816,6,0,0,0,0,6
1115,142.0,Normal,normal.2,140,4,0,0,0,0,4
1116,142.0,Slow,s.0,583,0,0,0,0,0,0
1117,142.0,Slow,s.1,550,0,0,0,0,0,0
1118,142.0,Slow,s.2,68,0,0,0,0,0,0
1119,143.0,Dangerous,Dang.0,1009,27,32,1,1,2,63
1120,143.0,Dangerous,Dang.1,841,12,20,2,2,1,37
1121,143.0,Dangerous,Dang.2,147,2,6,0,61,0,69
1122,143.0,Dangerous,Danger1,71,0,2,0,0,0,2
1123,143.0,Normal,Normal1,1047,8,0,0,0,0,8
1124,143.0,Slow,Slow1,591,0,0,0,0,0,0
1125,143.0,Normal,normal.0,987,7,0,0,0,0,7
1126,143.0,Normal,normal.1,826,6,0,0,0,0,6
1127,143.0,Normal,normal.2,149,4,0,0,0,0,4
1128,143.0,Slow,s.0,584,0,0,0,0,0,0
1129,143.0,Slow,s.1,555,0,0,0,0,0,0
1130,143.0,Slow,s.2,76,0,0,0,0,0,0
1131,144.0,Dangerous,Dang.0,1017,27,33,2,1,2,65
1132,144.0,Dangerous,Dang.1,854,12,20,2,2,1,37
1133,144.0,Dangerous,Dang.2,162,3,6,0,61,0,70
1134,144.0,Dangerous,Danger1,80,1,2,0,0,0,3
1135,144.0,Normal,Normal1,1048,8,0,0,0,0,8
1136,144.0,Slow,Slow1,591,0,0,0,0,0,0
1137,144.0,Normal,normal.0,998,7,0,0,0,0,7
1138,144.0,Normal,normal.1,835,6,0,0,0,0,6
1139,144.0,Normal,normal.2,160,4,0,0,0,0,4
1140,144.0,Slow,s.0,586,0,0,0,0,0,0
1141,144.0,Slow,s.1,558,0,0,0,0,0,0
1142,144.0,Slow,s.2,85,0,0,0,0,0,0
1143,145.0,Dangerous,Dang.0,1023,27,34,3,1,2,67
1144,145.0,Dangerous,Dang.1,864,12,20,2,2,1,37
1145,145.0,Dangerous,Dang.2,179,4,6,0,61,0,71
1146,145.0,Dangerous,Danger1,90,1,2,0,0,0,3
1147,145.0,Normal,Normal1,1049,8,0,0,0,0,8
1148,145.0,Slow,Slow1,591,0,0,0,0,0,0
1149,145.0,Normal,normal.0,1009,7,0,0,0,0,7
1150,145.0,Normal,normal.1,845,6,0,0,0,0,6
1151,145.0,Normal,normal.2,172,4,0,0,0,0,4
1152,145.0,Slow,s.0,586,0,0,0,0,0,0
1153,145.0,Slow,s.1,561,0,0,0,0,0,0
1154,145.0,Slow,s.2,93,0,0,0,0,0,0
1155,146.0,Dangerous,Dang.0,1026,27,35,4,1,2,69
1156,146.0,Dangerous,Dang.1,873,13,20,2,2,1,38
1157,146.0,Dangerous,Dang.2,197,5,6,0,61,0,72
1158,146.0,Dangerous,Danger1,102,1,2,0,0,0,3
1159,146.0,Normal,Normal1,1050,8,0,0,0,0,8
1160,146.0,Slow,Slow1,591,0,0,0,0,0,0
1161,146.0,Normal,normal.0,1019,7,0,0,0,0,7
1162,146.0,Normal,normal.1,855,6,0,0,0,0,6
1163,146.0,Normal,normal.2,185,4,0,0,0,0,4
1164,146.0,Slow,s.0,587,0,0,0,0,0,0
1165,146.0,Slow,s.1,563,0,0,0,0,0,0
1166,146.0,Slow,s.2,101,0,0,0,0,0,0
1167,147.0,Dangerous,Dang.0,1028,27,36,5,2,2,72
1168,147.0,Dangerous,Dang.1,883,14,20,2,2,1,39
1169,147.0,Dangerous,Dang.2,215,6,6,0,61,0,73
1170,147.0,Dangerous,Danger1,112,1,2,0,0,0,3
1171,147.0,Normal,Normal1,1050,8,0,0,0,0,8
1172,147.0,Slow,Slow1,591,0,0,0,0,0,0
1173,147.0,Normal,normal.0,1026,7,0,0,0,0,7
1174,147.0,Normal,normal.1,864,7,0,0,0,0,7
1175,147.0,Normal,normal.2,199,4,0,0,0,0,4
1176,147.0,Slow,s.0,587,0,0,0,0,0,0
1177,147.0,Slow,s.1,565,0,0,0,0,0,0
1178,147.0,Slow,s.2,109,0,0,0,0,0,0
1179,148.0,Dangerous,Dang.0,1030,27,37,6,3,2,75
1180,148.0,Dangerous,Dang.1,893,14,20,2,2,1,39
1181,148.0,Dangerous,Dang.2,232,7,6,0,61,0,74
1182,148.0,Dangerous,Danger1,120,1,2,0,0,0,3
1183,148.0,Normal,Normal1,1050,8,0,0,0,0,8
1184,148.0,Slow,Slow1,591,0,0,0,0,0,0
1185,148.0,Normal,normal.0,1032,7,0,0,0,0,7
1186,148.0,Normal,normal.1,874,7,0,0,0,0,7
1187,148.0,Normal,normal.2,212,4,0,0,0,0,4
1188,148.0,Slow,s.0,588,0,0,0,0,0,0
1189,148.0,Slow,s.1,566,0,0,0,0,0,0
1190,148.0,Slow,s.2,118,0,0,0,0,0,0
1191,149.0,Dangerous,Dang.0,1030,27,37,6,4,2,76
1192,149.0,Dangerous,Dang.1,905,14,20,2,2,1,39
1193,149.0,Dangerous,Dang.2,250,8,6,0,61,0,75
1194,149.0,Dangerous,Danger1,129,2,2,0,0,0,4
1195,149.0,Normal,Normal1,1051,8,0,0,0,0,8
1196,149.0,Slow,Slow1,591,0,0,0,0,0,0
1197,149.0,Normal,normal.0,1036,7,0,0,0,0,7
1198,149.0,Normal,normal.1,884,7,0,0,0,0,7
1199,149.0,Normal,normal.2,226,4,0,0,0,0,4
1200,149.0,Slow,s.0,588,0,0,0,0,0,0
1201,149.0,Slow,s.1,568,0,0,0,0,0,0
1202,149.0,Slow,s.2,126,0,0,0,0,0,0
1203,150.0,Dangerous,Dang.0,1030,27,37,6,5,2,77
1204,150.0,Dangerous,Dang.1,920,14,20,2,2,1,39
1205,150.0,Dangerous,Dang.2,266,9,6,0,61,0,76
1206,150.0,Dangerous,Danger1,138,2,2,0,0,0,4
1207,150.0,Normal,Normal1,1051,8,0,0,0,0,8
1208,150.0,Slow,Slow1,591,0,0,0,0,0,0
1209,150.0,Normal,normal.0,1038,7,0,0,0,0,7
1210,150.0,Normal,normal.1,893,7,0,0,0,0,7
1211,150.0,Normal,normal.2,239,4,0,0,0,0,4
1212,150.0,Slow,s.0,588,0,0,0,0,0,0
1213,150.0,Slow,s.1,568,0,0,0,0,0,0
1214,150.0,Slow,s.2,134,0,0,0,0,0,0
1215,151.0,Dangerous,Dang.0,1030,27,37,6,6,2,78
1216,151.0,Dangerous,Dang.1,934,15,20,2,2,1,40
1217,151.0,Dangerous,Dang.2,283,10,6,0,61,0,77
1218,151.0,Dangerous,Danger1,151,2,2,0,0,0,4
1219,151.0,Normal,Normal1,1052,8,0,0,0,0,8
1220,151.0,Slow,Slow1,591,0,0,0,0,0,0
1221,151.0,Normal,normal.0,1040,7,0,0,0,0,7
1222,151.0,Normal,normal.1,900,7,0,0,0,0,7
1223,151.0,Normal,normal.2,252,4,0,0,0,0,4
1224,151.0,Slow,s.0,588,0,0,0,0,0,0
1225,151.0,Slow,s.1,569,0,0,0,0,0,0
1226,151.0,Slow,s.2,142,0,0,0,0,0,0
1227,152.0,Dangerous,Dang.0,1030,27,37,6,7,2,79
1228,152.0,Dangerous,Dang.1,948,16,20,2,2,1,41
1229,152.0,Dangerous,Dang.2,299,11,6,0,61,0,78
1230,152.0,Dangerous,Danger1,166,3,2,0,0,0,5
1231,152.0,Normal,Normal1,1052,8,0,0,0,0,8
1232,152.0,Slow,Slow1,591,0,0,0,0,0,0
1233,152.0,Normal,normal.0,1041,7,0,0,0,0,7
1234,152.0,Normal,normal.1,908,7,0,0,0,0,7
1235,152.0,Normal,normal.2,265,4,0,0,0,0,4
1236,152.0,Slow,s.0,588,0,0,0,0,0,0
1237,152.0,Slow,s.1,569,0,0,0,0,0,0
1238,152.0,Slow,s.2,151,0,0,0,0,0,0
1239,153.0,Dangerous,Dang.0,1030,27,37,6,8,2,80
1240,153.0,Dangerous,Dang.1,962,16,20,2,2,1,41
1241,153.0,Dangerous,Dang.2,315,12,6,0,61,0,79
1242,153.0,Dangerous,Danger1,182,4,2,0,0,0,6
1243,153.0,Normal,Normal1,1052,8,0,0,0,0,8
1244,153.0,Slow,Slow1,591,0,0,0,0,0,0
1245,153.0,Normal,normal.0,1041,7,0,0,0,0,7
1246,153.0,Normal,normal.1,918,7,0,0,0,0,7
1247,153.0,Normal,normal.2,278,4,0,0,0,0,4
1248,153.0,Slow,s.0,588,0,0,0,0,0,0
1249,153.0,Slow,s.1,570,0,0,0,0,0,0
1250,153.0,Slow,s.2,159,0,0,0,0,0,0
1251,154.0,Dangerous,Dang.0,1030,27,37,6,9,2,81
1252,154.0,Dangerous,Dang.1,976,16,20,2,2,1,41
1253,154.0,Dangerous,Dang.2,329,12,6,0,61,0,79
1254,154.0,Dangerous,Danger1,198,5,2,0,0,0,7
1255,154.0,Normal,Normal1,1052,8,0,0,0,0,8
1256,154.0,Slow,Slow1,591,0,0,0,0,0,0
1257,154.0,Normal,normal.0,1042,7,0,0,0,0,7
1258,154.0,Normal,normal.1,928,7,0,0,0,0,7
1259,154.0,Normal,normal.2,291,4,0,0,0,0,4
1260,154.0,Slow,s.0,588,0,0,0,0,0,0
1261,154.0,Slow,s.1,570,0,0,0,0,0,0
1262,154.0,Slow,s.2,168,0,0,0,0,0,0
1263,155.0,Dangerous,Dang.0,1030,27,37,6,10,2,82
1264,155.0,Dangerous,Dang.1,989,16,20,2,2,1,41
1265,155.0,Dangerous,Dang.2,341,12,6,0,61,0,79
1266,155.0,Dangerous,Danger1,215,6,2,0,0,0,8
1267,155.0,Normal,Normal1,1052,8,0,0,0,0,8
1268,155.0,Slow,Slow1,591,0,0,0,0,0,0
1269,155.0,Normal,normal.0,1042,7,0,0,0,0,7
1270,155.0,Normal,normal.1,939,7,0,0,0,0,7
1271,155.0,Normal,normal.2,303,4,0,0,0,0,4
1272,155.0,Slow,s.0,588,0,0,0,0,0,0
1273,155.0,Slow,s.1,570,0,0,0,0,0,0
1274,155.0,Slow,s.2,177,0,0,0,0,0,0
1275,156.0,Dangerous,Dang.0,1030,27,37,6,11,2,83
1276,156.0,Dangerous,Dang.1,1000,16,20,2,2,1,41
1277,156.0,Dangerous,Dang.2,350,12,6,0,61,0,79
1278,156.0,Dangerous,Danger1,231,7,2,0,0,0,9
1279,156.0,Normal,Normal1,1052,8,0,0,0,0,8
1280,156.0,Slow,Slow1,591,0,0,0,0,0,0
1281,156.0,Normal,normal.0,1042,7,0,0,0,0,7
1282,156.0,Normal,normal.1,950,7,0,0,0,0,7
1283,156.0,Normal,normal.2,315,4,0,0,0,0,4
1284,156.0,Slow,s.0,589,0,0,0,0,0,0
1285,156.0,Slow,s.1,570,0,0,0,0,0,0
1286,156.0,Slow,s.2,186,0,0,0,0,0,0
1287,157.0,Dangerous,Dang.0,1030,27,37,6,12,2,84
1288,157.0,Dangerous,Dang.1,1010,16,20,3,2,1,42
1289,157.0,Dangerous,Dang.2,360,12,6,0,61,0,79
1290,157.0,Dangerous,Danger1,247,8,2,0,0,0,10
1291,157.0,Normal,Normal1,1052,8,0,0,0,0,8
1292,157.0,Slow,Slow1,591,0,0,0,0,0,0
1293,157.0,Normal,normal.0,1042,7,0,0,0,0,7
1294,157.0,Normal,normal.1,961,7,0,0,0,0,7
1295,157.0,Normal,normal.2,326,4,0,0,0,0,4
1296,157.0,Slow,s.0,589,0,0,0,0,0,0
1297,157.0,Slow,s.1,570,0,0,0,0,0,0
1298,157.0,Slow,s.2,195,0,0,0,0,0,0
1299,158.0,Dangerous,Dang.0,1030,27,37,6,13,2,85
1300,158.0,Dangerous,Dang.1,1017,16,20,4,2,1,43
1301,158.0,Dangerous,Dang.2,370,13,6,0,61,0,80
1302,158.0,Dangerous,Danger1,264,9,2,0,0,0,11
1303,158.0,Normal,Normal1,1052,8,0,0,0,0,8
1304,158.0,Slow,Slow1,591,0,0,0,0,0,0
1305,158.0,Normal,normal.0,1043,7,0,0,0,0,7
1306,158.0,Normal,normal.1,972,7,0,0,0,0,7
1307,158.0,Normal,normal.2,337,4,0,0,0,0,4
1308,158.0,Slow,s.0,589,0,0,0,0,0,0
1309,158.0,Slow,s.1,570,0,0,0,0,0,0
1310,158.0,Slow,s.2,205,0,0,0,0,0,0
1311,159.0,Dangerous,Dang.0,1030,27,37,6,14,2,86
1312,159.0,Dangerous,Dang.1,1021,16,21,5,2,1,45
1313,159.0,Dangerous,Dang.2,380,13,6,0,61,0,80
1314,159.0,Dangerous,Danger1,279,10,2,0,0,0,12
1315,159.0,Normal,Normal1,1052,8,0,0,0,0,8
1316,159.0,Slow,Slow1,591,0,0,0,0,0,0
1317,159.0,Normal,normal.0,1043,7,0,0,0,0,7
1318,159.0,Normal,normal.1,981,7,0,0,0,0,7
1319,159.0,Normal,normal.2,346,4,0,0,0,0,4
1320,159.0,Slow,s.0,589,0,0,0,0,0,0
1321,159.0,Slow,s.1,571,0,0,0,0,0,0
1322,159.0,Slow,s.2,214,0,0,0,0,0,0
1323,160.0,Dangerous,Dang.0,1030,27,37,6,15,2,87
1324,160.0,Dangerous,Dang.1,1023,16,21,5,2,1,45
1325,160.0,Dangerous,Dang.2,393,13,6,0,61,0,80
1326,160.0,Dangerous,Danger1,295,11,2,0,0,0,13
1327,160.0,Normal,Normal1,1052,8,0,0,0,0,8
1328,160.0,Slow,Slow1,591,0,0,0,0,0,0
1329,160.0,Normal,normal.0,1043,7,0,0,0,0,7
1330,160.0,Normal,normal.1,988,7,0,0,0,0,7
1331,160.0,Normal,normal.2,354,4,0,0,0,0,4
1332,160.0,Slow,s.0,589,0,0,0,0,0,0
1333,160.0,Slow,s.1,571,0,0,0,0,0,0
1334,160.0,Slow,s.2,223,0,0,0,0,0,0
1335,161.0,Dangerous,Dang.0,1030,27,37,6,16,2,88
1336,161.0,Dangerous,Dang.1,1023,16,21,5,2,1,45
1337,161.0,Dangerous,Dang.2,404,13,6,0,61,0,80
1338,161.0,Dangerous,Danger1,310,12,2,0,0,0,14
1339,161.0,Normal,Normal1,1052,8,0,0,0,0,8
1340,161.0,Slow,Slow1,591,0,0,0,0,0,0
1341,161.0,Normal,normal.0,1043,7,0,0,0,0,7
1342,161.0,Normal,normal.1,992,7,0,0,0,0,7
1343,161.0,Normal,normal.2,362,4,0,0,0,0,4
1344,161.0,Slow,s.0,589,0,0,0,0,0,0
1345,161.0,Slow,s.1,571,0,0,0,0,0,0
1346,161.0,Slow,s.2,232,0,0,0,0,0,0
1347,162.0,Dangerous,Dang.0,1030,27,37,6,17,2,89
1348,162.0,Dangerous,Dang.1,1025,16,22,6,3,1,48
1349,162.0,Dangerous,Dang.2,412,14,6,0,61,0,81
1350,162.0,Dangerous,Danger1,324,12,2,0,0,0,14
1351,162.0,Normal,Normal1,1052,8,0,0,0,0,8
1352,162.0,Slow,Slow1,591,0,0,0,0,0,0
1353,162.0,Normal,normal.0,1043,7,0,0,0,0,7
1354,162.0,Normal,normal.1,995,7,0,0,0,0,7
1355,162.0,Normal,normal.2,370,4,0,0,0,0,4
1356,162.0,Slow,s.0,589,0,0,0,0,0,0
1357,162.0,Slow,s.1,571,0,0,0,0,0,0
1358,162.0,Slow,s.2,241,0,0,0,0,0,0
1359,163.0,Dangerous,Dang.0,1030,27,37,6,18,2,90
1360,163.0,Dangerous,Dang.1,1027,16,23,7,4,1,51
1361,163.0,Dangerous,Dang.2,422,15,6,0,61,0,82
1362,163.0,Dangerous,Danger1,337,12,2,0,0,0,14
1363,163.0,Normal,Normal1,1052,8,0,0,0,0,8
1364,163.0,Slow,Slow1,591,0,0,0,0,0,0
1365,163.0,Normal,normal.0,1043,7,0,0,0,0,7
1366,163.0,Normal,normal.1,998,7,0,0,0,0,7
1367,163.0,Normal,normal.2,378,5,0,0,0,0,5
1368,163.0,Slow,s.0,589,0,0,0,0,0,0
1369,163.0,Slow,s.1,571,0,0,0,0,0,0
1370,163.0,Slow,s.2,250,0,0,0,0,0,0
1371,164.0,Dangerous,Dang.0,1030,27,37,6,19,2,91
1372,164.0,Dangerous,Dang.1,1027,16,23,7,5,1,52
1373,164.0,Dangerous,Dang.2,432,15,6,0,61,0,82
1374,164.0,Dangerous,Danger1,347,12,2,0,0,0,14
1375,164.0,Normal,Normal1,1052,8,0,0,0,0,8
1376,164.0,Slow,Slow1,591,0,0,0,0,0,0
1377,164.0,Normal,normal.0,1043,7,0,0,0,0,7
1378,164.0,Normal,normal.1,1001,7,0,0,0,0,7
1379,164.0,Normal,normal.2,386,5,0,0,0,0,5
1380,164.0,Slow,s.0,589,0,0,0,0,0,0
1381,164.0,Slow,s.1,571,0,0,0,0,0,0
1382,164.0,Slow,s.2,259,0,0,0,0,0,0
1383,165.0,Dangerous,Dang.0,1030,27,37,6,20,2,92
1384,165.0,Dangerous,Dang.1,1027,16,23,7,6,1,53
1385,165.0,Dangerous,Dang.2,445,15,6,0,61,0,82
1386,165.0,Dangerous,Danger1,355,12,2,0,0,0,14
1387,165.0,Normal,Normal1,1052,8,0,0,0,0,8
1388,165.0,Slow,Slow1,591,0,0,0,0,0,0
1389,165.0,Normal,normal.0,1043,7,0,0,0,0,7
