Unnamed: 0,Step,Label,VehicleID,Distance_driven,Speed_respect,secure_dist,TTC_respect,safe_dist,Emergency_Brake,Total
466,84.0,Normal,normal.2,17,0,0,0,0,0,0
467,84.0,Slow,s.0,222,0,0,0,0,0,0
468,84.0,Slow,s.1,149,0,0,0,0,0,0
469,84.0,Slow,s.2,3,0,0,0,0,0,0
470,85.0,Dangerous,Dang.0,421,12,18,0,1,0,31
471,85.0,Dangerous,Dang.1,299,2,7,0,1,0,10
472,85.0,Dangerous,Dang.2,10,0,5,0,19,0,24
473,85.0,Normal,Normal1,544,5,0,0,0,0,5
474,85.0,Slow,Slow1,321,0,0,0,0,0,0
475,85.0,Normal,normal.0,446,5,0,0,0,0,5
476,85.0,Normal,normal.1,320,2,0,0,0,0,2
477,85.0,Normal,normal.2,17,0,0,0,0,0,0
478,85.0,Slow,s.0,229,0,0,0,0,0,0
479,85.0,Slow,s.1,157,0,0,0,0,0,0
480,85.0,Slow,s.2,3,0,0,0,0,0,0
481,86.0,Dangerous,Dang.0,431,12,18,0,1,0,31
482,86.0,Dangerous,Dang.1,312,2,8,0,1,0,11
483,86.0,Dangerous,Dang.2,10,0,5,0,20,0,25
484,86.0,Normal,Normal1,555,5,0,0,0,0,5
485,86.0,Slow,Slow1,328,0,0,0,0,0,0
486,86.0,Normal,normal.0,458,5,0,0,0,0,5
487,86.0,Normal,normal.1,330,2,0,0,0,0,2
488,86.0,Normal,normal.2,17,0,0,0,0,0,0
489,86.0,Slow,s.0,237,0,0,0,0,0,0
490,86.0,Slow,s.1,165,0,0,0,0,0,0
491,86.0,Slow,s.2,3,0,0,0,0,0,0
492,87.0,Dangerous,Dang.0,443,12,19,0,1,0,32
493,87.0,Dangerous,Dang.1,323,2,9,0,1,0,12
494,87.0,Dangerous,Dang.2,10,0,5,0,21,0,26
495,87.0,Normal,Normal1,564,5,0,0,0,0,5
496,87.0,Slow,Slow1,334,0,0,0,0,0,0
497,87.0,Normal,normal.0,471,5,0,0,0,0,5
498,87.0,Normal,normal.1,339,2,0,0,0,0,2
499,87.0,Normal,normal.2,17,0,0,0,0,0,0
500,87.0,Slow,s.0,244,0,0,0,0,0,0
501,87.0,Slow,s.1,173,0,0,0,0,0,0
502,87.0,Slow,s.2,3,0,0,0,0,0,0
503,88.0,Dangerous,Dang.0,456,12,20,0,1,0,33
504,88.0,Dangerous,Dang.1,333,2,10,0,1,0,13
505,88.0,Dangerous,Dang.2,10,0,5,0,22,0,27
506,88.0,Normal,Normal1,572,5,0,0,0,0,5
507,88.0,Slow,Slow1,338,0,0,0,0,0,0
508,88.0,Normal,normal.0,484,5,0,0,0,0,5
509,88.0,Normal,normal.1,349,2,0,0,0,0,2
510,88.0,Normal,normal.2,17,0,0,0,0,0,0
511,88.0,Slow,s.0,251,0,0,0,0,0,0
512,88.0,Slow,s.1,181,0,0,0,0,0,0
513,88.0,Slow,s.2,3,0,0,0,0,0,0
514,89.0,Dangerous,Dang.0,470,12,21,0,1,0,34
515,89.0,Dangerous,Dang.1,343,2,11,0,1,0,14
516,89.0,Dangerous,Dang.2,10,0,5,0,23,0,28
517,89.0,Normal,Normal1,579,5,0,0,0,0,5
518,89.0,Slow,Slow1,342,0,0,0,0,0,0
519,89.0,Normal,normal.0,496,5,0,0,0,0,5
520,89.0,Normal,normal.1,358,2,0,0,0,0,2
521,89.0,Normal,normal.2,17,0,0,0,0,0,0
522,89.0,Slow,s.0,258,0,0,0,0,0,0
523,89.0,Slow,s.1,189,0,0,0,0,0,0
524,89.0,Slow,s.2,3,0,0,0,0,0,0
525,90.0,Dangerous,Dang.0,484,12,22,0,1,0,35
526,90.0,Dangerous,Dang.1,352,2,12,0,1,0,15
527,90.0,Dangerous,Dang.2,10,0,5,0,24,0,29
528,90.0,Normal,Normal1,584,5,0,0,0,0,5
529,90.0,Slow,Slow1,344,0,0,0,0,0,0
530,90.0,Normal,normal.0,509,5,0,0,0,0,5
531,90.0,Normal,normal.1,368,3,0,0,0,0,3
532,90.0,Normal,normal.2,17,0,0,0,0,0,0
533,90.0,Slow,s.0,265,0,0,0,0,0,0
534,90.0,Slow,s.1,197,0,0,0,0,0,0
535,90.0,Slow,s.2,3,0,0,0,0,0,0
536,91.0,Dangerous,Dang.0,497,12,23,0,1,0,36
537,91.0,Dangerous,Dang.1,358,2,12,0,1,0,15
538,91.0,Dangerous,Dang.2,10,0,5,0,25,0,30
539,91.0,Normal,Normal1,589,5,0,0,0,0,5
540,91.0,Slow,Slow1,347,0,0,0,0,0,0
541,91.0,Normal,normal.0,521,5,0,0,0,0,5
542,91.0,Normal,normal.1,377,4,0,0,0,0,4
543,91.0,Normal,normal.2,17,0,0,0,0,0,0
544,91.0,Slow,s.0,272,0,0,0,0,0,0
545,91.0,Slow,s.1,205,0,0,0,0,0,0
546,91.0,Slow,s.2,3,0,0,0,0,0,0
547,92.0,Dangerous,Dang.0,510,12,24,0,1,0,37
548,92.0,Dangerous,Dang.1,367,3,12,0,1,0,16
549,92.0,Dangerous,Dang.2,10,0,5,0,26,0,31
550,92.0,Normal,Normal1,593,5,0,0,0,0,5
551,92.0,Slow,Slow1,351,0,0,0,0,0,0
552,92.0,Normal,normal.0,533,5,0,0,0,0,5
553,92.0,Normal,normal.1,387,4,0,0,0,0,4
554,92.0,Normal,normal.2,17,0,0,0,0,0,0
555,92.0,Slow,s.0,280,0,0,0,0,0,0
556,92.0,Slow,s.1,213,0,0,0,0,0,0
557,92.0,Slow,s.2,3,0,0,0,0,0,0
558,93.0,Dangerous,Dang.0,523,12,24,0,1,0,37
559,93.0,Dangerous,Dang.1,375,4,12,0,1,0,17
560,93.0,Dangerous,Dang.2,10,0,5,0,27,0,32
561,93.0,Normal,Normal1,596,5,0,0,0,0,5
562,93.0,Slow,Slow1,356,0,0,0,0,0,0
563,93.0,Normal,normal.0,545,5,0,0,0,0,5
564,93.0,Normal,normal.1,396,4,0,0,0,0,4
565,93.0,Normal,normal.2,17,0,0,0,0,0,0
566,93.0,Slow,s.0,287,0,0,0,0,0,0
567,93.0,Slow,s.1,222,0,0,0,0,0,0
568,93.0,Slow,s.2,3,0,0,0,0,0,0
569,94.0,Dangerous,Dang.0,535,12,25,0,1,0,38
570,94.0,Dangerous,Dang.1,383,4,12,0,1,0,17
571,94.0,Dangerous,Dang.2,10,0,5,0,28,0,33
572,94.0,Normal,Normal1,598,5,0,0,0,0,5
573,94.0,Slow,Slow1,362,0,0,0,0,0,0
574,94.0,Normal,normal.0,555,5,0,0,0,0,5
575,94.0,Normal,normal.1,406,4,0,0,0,0,4
576,94.0,Normal,normal.2,17,0,0,0,0,0,0
577,94.0,Slow,s.0,294,0,0,0,0,0,0
578,94.0,Slow,s.1,230,0,0,0,0,0,0
579,94.0,Slow,s.2,3,0,0,0,0,0,0
580,95.0,Dangerous,Dang.0,546,12,26,0,1,0,39
581,95.0,Dangerous,Dang.1,394,4,12,0,1,0,17
582,95.0,Dangerous,Dang.2,10,0,5,0,29,0,34
583,95.0,Normal,Normal1,602,5,0,0,0,0,5
584,95.0,Slow,Slow1,368,0,0,0,0,0,0
585,95.0,Normal,normal.0,565,5,0,0,0,0,5
586,95.0,Normal,normal.1,415,5,0,0,0,0,5
587,95.0,Normal,normal.2,17,0,0,0,0,0,0
588,95.0,Slow,s.0,301,0,0,0,0,0,0
589,95.0,Slow,s.1,238,0,0,0,0,0,0
590,95.0,Slow,s.2,3,0,0,0,0,0,0
591,96.0,Dangerous,Dang.0,555,12,27,0,1,0,40
592,96.0,Dangerous,Dang.1,402,4,12,0,1,0,17
593,96.0,Dangerous,Dang.2,10,0,5,0,30,0,35
594,96.0,Normal,Normal1,607,5,0,0,0,0,5
595,96.0,Slow,Slow1,375,0,0,0,0,0,0
596,96.0,Normal,normal.0,573,5,0,0,0,0,5
597,96.0,Normal,normal.1,425,5,0,0,0,0,5
598,96.0,Normal,normal.2,17,0,0,0,0,0,0
599,96.0,Slow,s.0,308,0,0,0,0,0,0
600,96.0,Slow,s.1,246,0,0,0,0,0,0
601,96.0,Slow,s.2,3,0,0,0,0,0,0
602,97.0,Dangerous,Dang.0,564,12,28,0,1,0,41
603,97.0,Dangerous,Dang.1,410,4,12,0,1,0,17
604,97.0,Dangerous,Dang.2,10,0,5,0,31,0,36
605,97.0,Normal,Normal1,614,5,0,0,0,0,5
606,97.0,Slow,Slow1,382,0,0,0,0,0,0
607,97.0,Normal,normal.0,581,5,0,0,0,0,5
608,97.0,Normal,normal.1,436,5,0,0,0,0,5
609,97.0,Normal,normal.2,17,0,0,0,0,0,0
610,97.0,Slow,s.0,314,0,0,0,0,0,0
611,97.0,Slow,s.1,254,0,0,0,0,0,0
612,97.0,Slow,s.2,3,0,0,0,0,0,0
613,98.0,Dangerous,Dang.0,572,12,29,0,1,0,42
614,98.0,Dangerous,Dang.1,419,5,12,0,1,0,18
615,98.0,Dangerous,Dang.2,10,0,5,0,32,0,37
616,98.0,Normal,Normal1,620,5,0,0,0,0,5
617,98.0,Slow,Slow1,390,0,0,0,0,0,0
618,98.0,Normal,normal.0,587,5,0,0,0,0,5
619,98.0,Normal,normal.1,448,5,0,0,0,0,5
620,98.0,Normal,normal.2,17,0,0,0,0,0,0
621,98.0,Slow,s.0,321,0,0,0,0,0,0
622,98.0,Slow,s.1,262,0,0,0,0,0,0
623,98.0,Slow,s.2,3,0,0,0,0,0,0
624,99.0,Dangerous,Dang.0,577,12,30,0,1,0,43
625,99.0,Dangerous,Dang.1,427,5,12,0,1,0,18
626,99.0,Dangerous,Dang.2,10,0,5,0,33,0,38
627,99.0,Normal,Normal1,626,5,0,0,0,0,5
628,99.0,Slow,Slow1,396,0,0,0,0,0,0
629,99.0,Normal,normal.0,591,5,0,0,0,0,5
630,99.0,Normal,normal.1,460,5,0,0,0,0,5
631,99.0,Normal,normal.2,17,0,0,0,0,0,0
632,99.0,Slow,s.0,328,0,0,0,0,0,0
633,99.0,Slow,s.1,270,0,0,0,0,0,0
634,99.0,Slow,s.2,3,0,0,0,0,0,0
635,100.0,Dangerous,Dang.0,582,12,31,0,1,0,44
636,100.0,Dangerous,Dang.1,439,5,12,0,1,0,18
637,100.0,Dangerous,Dang.2,10,0,5,0,34,0,39
638,100.0,Normal,Normal1,630,5,0,0,0,0,5
639,100.0,Slow,Slow1,402,0,0,0,0,0,0
640,100.0,Normal,normal.0,595,5,0,0,0,0,5
641,100.0,Normal,normal.1,473,5,0,0,0,0,5
642,100.0,Normal,normal.2,17,0,0,0,0,0,0
643,100.0,Slow,s.0,334,0,0,0,0,0,0
644,100.0,Slow,s.1,278,0,0,0,0,0,0
645,100.0,Slow,s.2,3,0,0,0,0,0,0
646,101.0,Dangerous,Dang.0,584,12,32,0,1,0,45
647,101.0,Dangerous,Dang.1,452,5,12,0,1,0,18
648,101.0,Dangerous,Dang.2,10,0,5,0,35,0,40
649,101.0,Normal,Normal1,633,5,0,0,0,0,5
650,101.0,Slow,Slow1,409,0,0,0,0,0,0
651,101.0,Normal,normal.0,597,5,0,0,0,0,5
652,101.0,Normal,normal.1,486,5,0,0,0,0,5
653,101.0,Normal,normal.2,17,0,0,0,0,0,0
654,101.0,Slow,s.0,341,0,0,0,0,0,0
655,101.0,Slow,s.1,286,0,0,0,0,0,0
656,101.0,Slow,s.2,3,0,0,0,0,0,0
657,102.0,Dangerous,Dang.0,587,12,32,0,1,0,45
658,102.0,Dangerous,Dang.1,466,5,12,0,1,0,18
659,102.0,Dangerous,Dang.2,10,0,5,0,36,0,41
660,102.0,Normal,Normal1,635,5,0,0,0,0,5
661,102.0,Slow,Slow1,415,0,0,0,0,0,0
662,102.0,Normal,normal.0,599,5,0,0,0,0,5
663,102.0,Normal,normal.1,498,5,0,0,0,0,5
664,102.0,Normal,normal.2,17,0,0,0,0,0,0
665,102.0,Slow,s.0,347,0,0,0,0,0,0
666,102.0,Slow,s.1,294,0,0,0,0,0,0
667,102.0,Slow,s.2,3,0,0,0,0,0,0
668,103.0,Dangerous,Dang.0,588,12,32,0,1,0,45
669,103.0,Dangerous,Dang.1,480,5,12,0,1,0,18
670,103.0,Dangerous,Dang.2,10,0,5,0,37,0,42
671,103.0,Normal,Normal1,636,5,0,0,0,0,5
672,103.0,Slow,Slow1,422,0,0,0,0,0,0
673,103.0,Normal,normal.0,602,5,0,0,0,0,5
674,103.0,Normal,normal.1,511,5,0,0,0,0,5
675,103.0,Normal,normal.2,17,0,0,0,0,0,0
676,103.0,Slow,s.0,352,0,0,0,0,0,0
677,103.0,Slow,s.1,301,0,0,0,0,0,0
678,103.0,Slow,s.2,3,0,0,0,0,0,0
679,104.0,Dangerous,Dang.0,592,12,32,0,1,0,45
680,104.0,Dangerous,Dang.1,494,5,12,0,1,0,18
681,104.0,Dangerous,Dang.2,10,0,5,0,38,0,43
682,104.0,Normal,Normal1,640,5,0,0,0,0,5
683,104.0,Slow,Slow1,428,0,0,0,0,0,0
684,104.0,Normal,normal.0,607,5,0,0,0,0,5
685,104.0,Normal,normal.1,523,5,0,0,0,0,5
686,104.0,Normal,normal.2,17,0,0,0,0,0,0
687,104.0,Slow,s.0,357,0,0,0,0,0,0
688,104.0,Slow,s.1,309,0,0,0,0,0,0
689,104.0,Slow,s.2,3,0,0,0,0,0,0
690,105.0,Dangerous,Dang.0,592,12,32,0,1,1,46
691,105.0,Dangerous,Dang.1,508,5,12,0,1,0,18
692,105.0,Dangerous,Dang.2,10,0,5,0,39,0,44
693,105.0,Normal,Normal1,645,5,0,0,0,0,5
694,105.0,Slow,Slow1,434,0,0,0,0,0,0
695,105.0,Normal,normal.0,613,5,0,0,0,0,5
696,105.0,Normal,normal.1,534,5,0,0,0,0,5
697,105.0,Normal,normal.2,17,0,0,0,0,0,0
698,105.0,Slow,s.0,363,0,0,0,0,0,0
699,105.0,Slow,s.1,316,0,0,0,0,0,0
700,105.0,Slow,s.2,3,0,0,0,0,0,0
701,106.0,Dangerous,Dang.0,596,12,32,0,1,1,46
702,106.0,Dangerous,Dang.1,521,5,13,0,1,0,19
703,106.0,Dangerous,Dang.2,10,0,5,0,40,0,45
704,106.0,Normal,Normal1,652,5,0,0,0,0,5
705,106.0,Slow,Slow1,441,0,0,0,0,0,0
706,106.0,Normal,normal.0,620,5,0,0,0,0,5
707,106.0,Normal,normal.1,544,5,0,0,0,0,5
708,106.0,Normal,normal.2,17,0,0,0,0,0,0
709,106.0,Slow,s.0,369,0,0,0,0,0,0
710,106.0,Slow,s.1,324,0,0,0,0,0,0
711,106.0,Slow,s.2,3,0,0,0,0,0,0
712,107.0,Dangerous,Dang.0,603,12,32,0,1,1,46
713,107.0,Dangerous,Dang.1,533,5,14,0,1,0,20
714,107.0,Dangerous,Dang.2,10,0,5,0,41,0,46
715,107.0,Normal,Normal1,661,5,0,0,0,0,5
716,107.0,Slow,Slow1,449,0,0,0,0,0,0
717,107.0,Normal,normal.0,625,5,0,0,0,0,5
718,107.0,Normal,normal.1,554,5,0,0,0,0,5
719,107.0,Normal,normal.2,17,0,0,0,0,0,0
720,107.0,Slow,s.0,376,0,0,0,0,0,0
721,107.0,Slow,s.1,331,0,0,0,0,0,0
722,107.0,Slow,s.2,3,0,0,0,0,0,0
723,108.0,Dangerous,Dang.0,612,12,32,0,1,1,46
724,108.0,Dangerous,Dang.1,545,5,15,0,1,0,21
725,108.0,Dangerous,Dang.2,10,0,5,0,42,0,47
726,108.0,Normal,Normal1,671,5,0,0,0,0,5
727,108.0,Slow,Slow1,457,0,0,0,0,0,0
728,108.0,Normal,normal.0,630,5,0,0,0,0,5
729,108.0,Normal,normal.1,563,5,0,0,0,0,5
730,108.0,Normal,normal.2,17,0,0,0,0,0,0
731,108.0,Slow,s.0,381,0,0,0,0,0,0
732,108.0,Slow,s.1,337,0,0,0,0,0,0
733,108.0,Slow,s.2,3,0,0,0,0,0,0
734,109.0,Dangerous,Dang.0,621,12,32,0,1,1,46
735,109.0,Dangerous,Dang.1,555,5,16,0,1,0,22
736,109.0,Dangerous,Dang.2,10,0,5,0,43,0,48
737,109.0,Normal,Normal1,683,5,0,0,0,0,5
738,109.0,Slow,Slow1,465,0,0,0,0,0,0
739,109.0,Normal,normal.0,633,5,0,0,0,0,5
740,109.0,Normal,normal.1,571,5,0,0,0,0,5
741,109.0,Normal,normal.2,17,0,0,0,0,0,0
742,109.0,Slow,s.0,387,0,0,0,0,0,0
743,109.0,Slow,s.1,343,0,0,0,0,0,0
744,109.0,Slow,s.2,3,0,0,0,0,0,0
745,110.0,Dangerous,Dang.0,626,12,32,0,1,1,46
746,110.0,Dangerous,Dang.1,564,5,17,0,1,0,23
747,110.0,Dangerous,Dang.2,10,0,5,0,44,0,49
748,110.0,Normal,Normal1,695,5,0,0,0,0,5
749,110.0,Slow,Slow1,473,0,0,0,0,0,0
750,110.0,Normal,normal.0,635,5,0,0,0,0,5
751,110.0,Normal,normal.1,577,5,0,0,0,0,5
752,110.0,Normal,normal.2,17,0,0,0,0,0,0
753,110.0,Slow,s.0,392,0,0,0,0,0,0
754,110.0,Slow,s.1,349,0,0,0,0,0,0
755,110.0,Slow,s.2,3,0,0,0,0,0,0
756,111.0,Dangerous,Dang.0,630,12,32,0,1,1,46
757,111.0,Dangerous,Dang.1,571,5,18,1,1,0,25
758,111.0,Dangerous,Dang.2,10,0,5,0,45,0,50
759,111.0,Normal,Normal1,707,5,0,0,0,0,5
760,111.0,Slow,Slow1,481,0,0,0,0,0,0
761,111.0,Normal,normal.0,636,5,0,0,0,0,5
762,111.0,Normal,normal.1,581,5,0,0,0,0,5
763,111.0,Normal,normal.2,17,0,0,0,0,0,0
764,111.0,Slow,s.0,399,0,0,0,0,0,0
765,111.0,Slow,s.1,355,0,0,0,0,0,0
766,111.0,Slow,s.2,3,0,0,0,0,0,0
767,112.0,Dangerous,Dang.0,630,12,32,0,1,2,47
768,112.0,Dangerous,Dang.1,576,5,19,1,1,0,26
769,112.0,Dangerous,Dang.2,10,0,5,0,46,0,51
770,112.0,Normal,Normal1,720,5,0,0,0,0,5
771,112.0,Slow,Slow1,489,0,0,0,0,0,0
772,112.0,Normal,normal.0,640,5,0,0,0,0,5
773,112.0,Normal,normal.1,584,5,0,0,0,0,5
774,112.0,Normal,normal.2,17,0,0,0,0,0,0
775,112.0,Slow,s.0,404,0,0,0,0,0,0
776,112.0,Slow,s.1,362,0,0,0,0,0,0
777,112.0,Slow,s.2,3,0,0,0,0,0,0
778,113.0,Dangerous,Dang.0,633,12,32,0,1,2,47
779,113.0,Dangerous,Dang.1,579,5,20,2,2,0,29
780,113.0,Dangerous,Dang.2,10,0,5,0,47,0,52
781,113.0,Normal,Normal1,733,5,0,0,0,0,5
782,113.0,Slow,Slow1,497,0,0,0,0,0,0
783,113.0,Normal,normal.0,645,5,0,0,0,0,5
784,113.0,Normal,normal.1,587,5,0,0,0,0,5
785,113.0,Normal,normal.2,17,0,0,0,0,0,0
786,113.0,Slow,s.0,410,0,0,0,0,0,0
787,113.0,Slow,s.1,368,0,0,0,0,0,0
788,113.0,Slow,s.2,3,0,0,0,0,0,0
789,114.0,Dangerous,Dang.0,640,12,32,0,1,2,47
790,114.0,Dangerous,Dang.1,581,5,20,2,2,0,29
791,114.0,Dangerous,Dang.2,10,0,5,0,48,0,53
792,114.0,Normal,Normal1,745,5,0,0,0,0,5
793,114.0,Slow,Slow1,505,0,0,0,0,0,0
794,114.0,Normal,normal.0,652,5,0,0,0,0,5
795,114.0,Normal,normal.1,588,5,0,0,0,0,5
796,114.0,Normal,normal.2,17,0,0,0,0,0,0
797,114.0,Slow,s.0,415,0,0,0,0,0,0
798,114.0,Slow,s.1,374,0,0,0,0,0,0
799,114.0,Slow,s.2,3,0,0,0,0,0,0
800,115.0,Dangerous,Dang.0,651,13,32,0,1,2,48
801,115.0,Dangerous,Dang.1,582,5,20,2,2,0,29
802,115.0,Dangerous,Dang.2,10,0,5,0,49,0,54
803,115.0,Normal,Normal1,757,5,0,0,0,0,5
804,115.0,Slow,Slow1,513,0,0,0,0,0,0
805,115.0,Normal,normal.0,661,5,0,0,0,0,5
806,115.0,Normal,normal.1,592,5,0,0,0,0,5
807,115.0,Normal,normal.2,17,0,0,0,0,0,0
808,115.0,Slow,s.0,421,0,0,0,0,0,0
809,115.0,Slow,s.1,379,0,0,0,0,0,0
810,115.0,Slow,s.2,3,0,0,0,0,0,0
811,116.0,Dangerous,Dang.0,662,13,32,0,1,2,48
812,116.0,Dangerous,Dang.1,587,5,20,2,2,0,29
813,116.0,Dangerous,Dang.2,10,0,5,0,50,0,55
814,116.0,Normal,Normal1,769,5,0,0,0,0,5
815,116.0,Slow,Slow1,521,0,0,0,0,0,0
816,116.0,Normal,normal.0,672,5,0,0,0,0,5
817,116.0,Normal,normal.1,597,5,0,0,0,0,5
818,116.0,Normal,normal.2,17,0,0,0,0,0,0
819,116.0,Slow,s.0,426,0,0,0,0,0,0
820,116.0,Slow,s.1,385,0,0,0,0,0,0
821,116.0,Slow,s.2,3,0,0,0,0,0,0
822,117.0,Dangerous,Dang.0,676,13,32,0,1,2,48
823,117.0,Dangerous,Dang.1,588,5,20,2,2,1,30
824,117.0,Dangerous,Dang.2,10,0,5,0,51,0,56
825,117.0,Normal,Normal1,779,5,0,0,0,0,5
826,117.0,Slow,Slow1,528,0,0,0,0,0,0
827,117.0,Normal,normal.0,683,5,0,0,0,0,5
828,117.0,Normal,normal.1,603,5,0,0,0,0,5
829,117.0,Normal,normal.2,17,0,0,0,0,0,0
830,117.0,Slow,s.0,432,0,0,0,0,0,0
831,117.0,Slow,s.1,391,0,0,0,0,0,0
832,117.0,Slow,s.2,3,0,0,0,0,0,0
833,118.0,Dangerous,Dang.0,692,14,32,0,1,2,49
834,118.0,Dangerous,Dang.1,593,5,20,2,2,1,30
835,118.0,Dangerous,Dang.2,10,0,5,0,52,0,57
836,118.0,Normal,Normal1,791,5,0,0,0,0,5
837,118.0,Slow,Slow1,536,0,0,0,0,0,0
838,118.0,Normal,normal.0,696,5,0,0,0,0,5
839,118.0,Normal,normal.1,610,5,0,0,0,0,5
840,118.0,Normal,normal.2,17,0,0,0,0,0,0
841,118.0,Slow,s.0,438,0,0,0,0,0,0
842,118.0,Slow,s.1,397,0,0,0,0,0,0
843,118.0,Slow,s.2,3,0,0,0,0,0,0
844,119.0,Dangerous,Dang.0,708,15,32,0,1,2,50
845,119.0,Dangerous,Dang.1,600,5,20,2,2,1,30
846,119.0,Dangerous,Dang.2,10,0,5,0,53,0,58
847,119.0,Normal,Normal1,802,5,0,0,0,0,5
848,119.0,Slow,Slow1,543,0,0,0,0,0,0
849,119.0,Normal,normal.0,708,5,0,0,0,0,5
850,119.0,Normal,normal.1,615,5,0,0,0,0,5
851,119.0,Normal,normal.2,17,0,0,0,0,0,0
852,119.0,Slow,s.0,444,0,0,0,0,0,0
853,119.0,Slow,s.1,403,0,0,0,0,0,0
854,119.0,Slow,s.2,3,0,0,0,0,0,0
855,120.0,Dangerous,Dang.0,724,16,32,0,1,2,51
856,120.0,Dangerous,Dang.1,608,5,20,2,2,1,30
857,120.0,Dangerous,Dang.2,10,0,5,0,54,0,59
858,120.0,Normal,Normal1,813,5,0,0,0,0,5
859,120.0,Slow,Slow1,550,0,0,0,0,0,0
860,120.0,Normal,normal.0,721,5,0,0,0,0,5
861,120.0,Normal,normal.1,619,5,0,0,0,0,5
862,120.0,Normal,normal.2,17,0,0,0,0,0,0
863,120.0,Slow,s.0,450,0,0,0,0,0,0
864,120.0,Slow,s.1,409,0,0,0,0,0,0
865,120.0,Slow,s.2,3,0,0,0,0,0,0
866,121.0,Dangerous,Dang.0,740,17,32,0,1,2,52
867,121.0,Dangerous,Dang.1,616,5,20,2,2,1,30
868,121.0,Dangerous,Dang.2,10,0,5,0,55,0,60
869,121.0,Normal,Normal1,824,6,0,0,0,0,6
870,121.0,Slow,Slow1,557,0,0,0,0,0,0
871,121.0,Normal,normal.0,734,5,0,0,0,0,5
872,121.0,Normal,normal.1,622,5,0,0,0,0,5
873,121.0,Normal,normal.2,17,0,0,0,0,0,0
874,121.0,Slow,s.0,457,0,0,0,0,0,0
875,121.0,Slow,s.1,415,0,0,0,0,0,0
876,121.0,Slow,s.2,3,0,0,0,0,0,0
877,122.0,Dangerous,Dang.0,755,18,32,0,1,2,53
878,122.0,Dangerous,Dang.1,622,5,20,2,2,1,30
879,122.0,Dangerous,Dang.2,10,0,5,0,56,0,61
880,122.0,Normal,Normal1,836,7,0,0,0,0,7
881,122.0,Slow,Slow1,564,0,0,0,0,0,0
882,122.0,Normal,normal.0,746,5,0,0,0,0,5
883,122.0,Normal,normal.1,625,5,0,0,0,0,5
884,122.0,Normal,normal.2,17,0,0,0,0,0,0
885,122.0,Slow,s.0,464,0,0,0,0,0,0
886,122.0,Slow,s.1,421,0,0,0,0,0,0
887,122.0,Slow,s.2,3,0,0,0,0,0,0
888,123.0,Dangerous,Dang.0,770,19,32,0,1,2,54
889,123.0,Dangerous,Dang.1,625,5,20,2,2,1,30
890,123.0,Dangerous,Dang.2,10,0,5,0,57,0,62
891,123.0,Normal,Normal1,847,7,0,0,0,0,7
892,123.0,Slow,Slow1,569,0,0,0,0,0,0
893,123.0,Normal,normal.0,759,5,0,0,0,0,5
894,123.0,Normal,normal.1,626,5,0,0,0,0,5
895,123.0,Normal,normal.2,17,0,0,0,0,0,0
896,123.0,Slow,s.0,471,0,0,0,0,0,0
897,123.0,Slow,s.1,426,0,0,0,0,0,0
898,123.0,Slow,s.2,3,0,0,0,0,0,0
899,124.0,Dangerous,Dang.0,783,19,32,0,1,2,54
900,124.0,Dangerous,Dang.1,625,5,20,2,2,1,30
901,124.0,Dangerous,Dang.2,10,0,5,0,58,0,63
902,124.0,Normal,Normal1,858,7,0,0,0,0,7
903,124.0,Slow,Slow1,574,0,0,0,0,0,0
904,124.0,Normal,normal.0,770,5,0,0,0,0,5
905,124.0,Normal,normal.1,629,5,0,0,0,0,5
906,124.0,Normal,normal.2,17,0,0,0,0,0,0
907,124.0,Slow,s.0,478,0,0,0,0,0,0
908,124.0,Slow,s.1,433,0,0,0,0,0,0
909,124.0,Slow,s.2,3,0,0,0,0,0,0
910,125.0,Dangerous,Dang.0,794,19,32,0,1,2,54
911,125.0,Dangerous,Dang.1,628,5,20,2,2,1,30
912,125.0,Dangerous,Dang.2,10,0,5,0,59,0,64
913,125.0,Normal,Normal1,870,7,0,0,0,0,7
914,125.0,Slow,Slow1,578,0,0,0,0,0,0
915,125.0,Normal,normal.0,781,5,0,0,0,0,5
916,125.0,Normal,normal.1,635,5,0,0,0,0,5
917,125.0,Normal,normal.2,17,0,0,0,0,0,0
918,125.0,Slow,s.0,485,0,0,0,0,0,0
919,125.0,Slow,s.1,439,0,0,0,0,0,0
920,125.0,Slow,s.2,3,0,0,0,0,0,0
921,126.0,Dangerous,Dang.0,803,19,32,0,1,2,54
922,126.0,Dangerous,Dang.1,635,5,20,2,2,1,30
923,126.0,Dangerous,Dang.2,10,0,5,0,60,0,65
924,126.0,Normal,Normal1,881,8,0,0,0,0,8
925,126.0,Slow,Slow1,581,0,0,0,0,0,0
926,126.0,Normal,normal.0,793,5,0,0,0,0,5
927,126.0,Normal,normal.1,642,5,0,0,0,0,5
928,126.0,Normal,normal.2,17,0,0,0,0,0,0
929,126.0,Slow,s.0,492,0,0,0,0,0,0
930,126.0,Slow,s.1,446,0,0,0,0,0,0
931,126.0,Slow,s.2,3,0,0,0,0,0,0
932,127.0,Dangerous,Dang.0,812,19,32,0,1,2,54
933,127.0,Dangerous,Dang.1,645,5,20,2,2,1,30
934,127.0,Dangerous,Dang.2,10,0,5,0,61,0,66
935,127.0,Normal,Normal1,892,8,0,0,0,0,8
936,127.0,Slow,Slow1,584,0,0,0,0,0,0
